Version 2
Datum:,WGS-84
ZoneOffset:,0.000000
"Type","Name|Color|Visibility","Lat","Long","Month#","Day#","Year","Hour","Min","Sec","Altitude (Meters)","Depth (Meters)"
T,,47.6998596,12.0479069,1,1,2001,0,0,0,1311,1e25
T,,47.6998558,12.0479012,1,1,2001,0,0,0,1311,1e25
T,,47.6998444,12.0479002,1,1,2001,0,0,0,1309,1e25
T,,47.6998329,12.0478973,1,1,2001,0,0,0,1310,1e25
T,,47.6998444,12.0478020,1,1,2001,0,0,0,1310,1e25
T,,47.6998520,12.0477772,1,1,2001,0,0,0,1314,1e25
T,,47.6998520,12.0477753,1,1,2001,0,0,0,1313,1e25
T,,47.6998367,12.0477648,1,1,2001,0,0,0,1310,1e25
T,,47.6998329,12.0477629,1,1,2001,0,0,0,1316,1e25
T,,47.6998291,12.0477581,1,1,2001,0,0,0,1312,1e25
T,,47.6998138,12.0477304,1,1,2001,0,0,0,1313,1e25
T,,47.6998291,12.0477285,1,1,2001,0,0,0,1313,1e25
T,,47.6998367,12.0476522,1,1,2001,0,0,0,1317,1e25
T,,47.6998558,12.0476494,1,1,2001,0,0,0,1313,1e25
T,,47.6998558,12.0476494,1,1,2001,0,0,0,1314,1e25
T,,47.6998787,12.0476160,1,1,2001,0,0,0,1313,1e25
T,,47.6998711,12.0476446,1,1,2001,0,0,0,1317,1e25
T,,47.6998444,12.0476627,1,1,2001,0,0,0,1313,1e25
T,,47.6998444,12.0476389,1,1,2001,0,0,0,1313,1e25
T,,47.6998405,12.0476370,1,1,2001,0,0,0,1320,1e25
T,,47.6998329,12.0476370,1,1,2001,0,0,0,1315,1e25
T,,47.6998291,12.0476294,1,1,2001,0,0,0,1319,1e25
T,,47.6998253,12.0476198,1,1,2001,0,0,0,1311,1e25
T,,47.6998215,12.0476122,1,1,2001,0,0,0,1322,1e25
T,,47.6998177,12.0476046,1,1,2001,0,0,0,1316,1e25
T,,47.6998177,12.0475626,1,1,2001,0,0,0,1319,1e25
T,,47.6997910,12.0475302,1,1,2001,0,0,0,1319,1e25
T,,47.6997795,12.0474920,1,1,2001,0,0,0,1325,1e25
T,,47.6997795,12.0474796,1,1,2001,0,0,0,1317,1e25
T,,47.6997757,12.0474710,1,1,2001,0,0,0,1324,1e25
T,,47.6997757,12.0474653,1,1,2001,0,0,0,1321,1e25
T,,47.6997643,12.0474024,1,1,2001,0,0,0,1322,1e25
T,,47.6997757,12.0473423,1,1,2001,0,0,0,1324,1e25
T,,47.6997719,12.0473156,1,1,2001,0,0,0,1327,1e25
T,,47.6997643,12.0472336,1,1,2001,0,0,0,1326,1e25
T,,47.6997833,12.0471840,1,1,2001,0,0,0,1330,1e25
T,,47.6997833,12.0471792,1,1,2001,0,0,0,1330,1e25
T,,47.6998215,12.0471172,1,1,2001,0,0,0,1331,1e25
T,,47.6998367,12.0470991,1,1,2001,0,0,0,1327,1e25
T,,47.6998367,12.0470972,1,1,2001,0,0,0,1331,1e25
T,,47.6998177,12.0470972,1,1,2001,0,0,0,1333,1e25
T,,47.6998062,12.0470848,1,1,2001,0,0,0,1331,1e25
T,,47.6997948,12.0470715,1,1,2001,0,0,0,1336,1e25
T,,47.6997910,12.0470715,1,1,2001,0,0,0,1330,1e25
T,,47.6997910,12.0470734,1,1,2001,0,0,0,1334,1e25
T,,47.6997833,12.0470810,1,1,2001,0,0,0,1331,1e25
T,,47.6997795,12.0470819,1,1,2001,0,0,0,1336,1e25
T,,47.6997795,12.0470800,1,1,2001,0,0,0,1331,1e25
T,,47.6997681,12.0470743,1,1,2001,0,0,0,1335,1e25
T,,47.6997604,12.0470772,1,1,2001,0,0,0,1333,1e25
T,,47.6997375,12.0470886,1,1,2001,0,0,0,1335,1e25
T,,47.6996727,12.0471287,1,1,2001,0,0,0,1341,1e25
T,,47.6996689,12.0471325,1,1,2001,0,0,0,1336,1e25
T,,47.6996651,12.0471239,1,1,2001,0,0,0,1340,1e25
T,,47.6996651,12.0471163,1,1,2001,0,0,0,1336,1e25
T,,47.6996841,12.0471048,1,1,2001,0,0,0,1338,1e25
T,,47.6996422,12.0471001,1,1,2001,0,0,0,1337,1e25
T,,47.6996346,12.0470963,1,1,2001,0,0,0,1341,1e25
T,,47.6996269,12.0470963,1,1,2001,0,0,0,1337,1e25
T,,47.6996231,12.0470934,1,1,2001,0,0,0,1342,1e25
T,,47.6996002,12.0470839,1,1,2001,0,0,0,1339,1e25
T,,47.6995964,12.0470781,1,1,2001,0,0,0,1343,1e25
T,,47.6995964,12.0470657,1,1,2001,0,0,0,1339,1e25
T,,47.6995926,12.0470610,1,1,2001,0,0,0,1345,1e25
T,,47.6995850,12.0470600,1,1,2001,0,0,0,1338,1e25
T,,47.6995888,12.0470543,1,1,2001,0,0,0,1346,1e25
T,,47.6995888,12.0470572,1,1,2001,0,0,0,1342,1e25
T,,47.6995583,12.0470362,1,1,2001,0,0,0,1346,1e25
T,,47.6995659,12.0470657,1,1,2001,0,0,0,1343,1e25
T,,47.6995506,12.0470629,1,1,2001,0,0,0,1346,1e25
T,,47.6995316,12.0470657,1,1,2001,0,0,0,1349,1e25
T,,47.6995354,12.0470695,1,1,2001,0,0,0,1345,1e25
T,,47.6995316,12.0470715,1,1,2001,0,0,0,1346,1e25
T,,47.6995316,12.0470905,1,1,2001,0,0,0,1341,1e25
T,,47.6995316,12.0470905,1,1,2001,0,0,0,1348,1e25
T,,47.6995392,12.0470867,1,1,2001,0,0,0,1344,1e25
T,,47.6995277,12.0470676,1,1,2001,0,0,0,1347,1e25
T,,47.6995201,12.0470686,1,1,2001,0,0,0,1342,1e25
T,,47.6995125,12.0470619,1,1,2001,0,0,0,1349,1e25
T,,47.6995010,12.0470381,1,1,2001,0,0,0,1346,1e25
T,,47.6994972,12.0470314,1,1,2001,0,0,0,1346,1e25
T,,47.6995010,12.0470219,1,1,2001,0,0,0,1349,1e25
T,,47.6994743,12.0469818,1,1,2001,0,0,0,1352,1e25
T,,47.6994705,12.0469799,1,1,2001,0,0,0,1352,1e25
T,,47.6994667,12.0469265,1,1,2001,0,0,0,1355,1e25
T,,47.6994514,12.0469608,1,1,2001,0,0,0,1350,1e25
T,,47.6994476,12.0469627,1,1,2001,0,0,0,1357,1e25
T,,47.6994438,12.0469675,1,1,2001,0,0,0,1352,1e25
T,,47.6994362,12.0469704,1,1,2001,0,0,0,1358,1e25
T,,47.6994324,12.0469704,1,1,2001,0,0,0,1354,1e25
T,,47.6994286,12.0469151,1,1,2001,0,0,0,1357,1e25
T,,47.6993904,12.0468931,1,1,2001,0,0,0,1358,1e25
T,,47.6993828,12.0468988,1,1,2001,0,0,0,1355,1e25
T,,47.6993637,12.0469122,1,1,2001,0,0,0,1358,1e25
T,,47.6993141,12.0468922,1,1,2001,0,0,0,1353,1e25
T,,47.6993179,12.0468750,1,1,2001,0,0,0,1362,1e25
T,,47.6993179,12.0468616,1,1,2001,0,0,0,1358,1e25
T,,47.6993256,12.0468655,1,1,2001,0,0,0,1363,1e25
T,,47.6993294,12.0468559,1,1,2001,0,0,0,1359,1e25
T,,47.6993446,12.0468035,1,1,2001,0,0,0,1361,1e25
T,,47.6993446,12.0467558,1,1,2001,0,0,0,1363,1e25
T,,47.6993217,12.0467396,1,1,2001,0,0,0,1363,1e25
T,,47.6992989,12.0467234,1,1,2001,0,0,0,1367,1e25
T,,47.6992989,12.0467215,1,1,2001,0,0,0,1365,1e25
T,,47.6993065,12.0466976,1,1,2001,0,0,0,1367,1e25
T,,47.6992989,12.0467091,1,1,2001,0,0,0,1365,1e25
T,,47.6992950,12.0467119,1,1,2001,0,0,0,1371,1e25
T,,47.6992989,12.0466976,1,1,2001,0,0,0,1369,1e25
T,,47.6992989,12.0466843,1,1,2001,0,0,0,1362,1e25
T,,47.6992989,12.0466757,1,1,2001,0,0,0,1369,1e25
T,,47.6993065,12.0466661,1,1,2001,0,0,0,1371,1e25
T,,47.6992912,12.0466623,1,1,2001,0,0,0,1369,1e25
T,,47.6992722,12.0466595,1,1,2001,0,0,0,1371,1e25
T,,47.6992683,12.0466471,1,1,2001,0,0,0,1368,1e25
T,,47.6992607,12.0466366,1,1,2001,0,0,0,1371,1e25
T,,47.6992569,12.0466356,1,1,2001,0,0,0,1371,1e25
T,,47.6992531,12.0466309,1,1,2001,0,0,0,1365,1e25
T,,47.6992455,12.0466299,1,1,2001,0,0,0,1377,1e25
T,,47.6992378,12.0466280,1,1,2001,0,0,0,1367,1e25
T,,47.6992455,12.0466146,1,1,2001,0,0,0,1377,1e25
T,,47.6992416,12.0466061,1,1,2001,0,0,0,1373,1e25
T,,47.6992226,12.0465946,1,1,2001,0,0,0,1377,1e25
T,,47.6992111,12.0466175,1,1,2001,0,0,0,1373,1e25
T,,47.6992149,12.0466185,1,1,2001,0,0,0,1379,1e25
T,,47.6992226,12.0466223,1,1,2001,0,0,0,1374,1e25
T,,47.6992378,12.0466423,1,1,2001,0,0,0,1379,1e25
T,,47.6991692,12.0467272,1,1,2001,0,0,0,1378,1e25
T,,47.6991501,12.0467644,1,1,2001,0,0,0,1372,1e25
T,,47.6991463,12.0467596,1,1,2001,0,0,0,1382,1e25
T,,47.6991463,12.0467520,1,1,2001,0,0,0,1377,1e25
T,,47.6991196,12.0466957,1,1,2001,0,0,0,1382,1e25
T,,47.6991158,12.0466900,1,1,2001,0,0,0,1378,1e25
T,,47.6991158,12.0466757,1,1,2001,0,0,0,1383,1e25
T,,47.6991158,12.0466595,1,1,2001,0,0,0,1379,1e25
T,,47.6991043,12.0465908,1,1,2001,0,0,0,1383,1e25
T,,47.6991005,12.0465050,1,1,2001,0,0,0,1387,1e25
T,,47.6991005,12.0464983,1,1,2001,0,0,0,1385,1e25
T,,47.6990852,12.0464621,1,1,2001,0,0,0,1388,1e25
T,,47.6990852,12.0464602,1,1,2001,0,0,0,1379,1e25
T,,47.6990814,12.0464659,1,1,2001,0,0,0,1391,1e25
T,,47.6990814,12.0464582,1,1,2001,0,0,0,1386,1e25
T,,47.6990929,12.0464172,1,1,2001,0,0,0,1386,1e25
T,,47.6990929,12.0463581,1,1,2001,0,0,0,1383,1e25
T,,47.6990929,12.0463524,1,1,2001,0,0,0,1384,1e25
T,,47.6990967,12.0463305,1,1,2001,0,0,0,1391,1e25
T,,47.6991005,12.0463190,1,1,2001,0,0,0,1390,1e25
T,,47.6991043,12.0462856,1,1,2001,0,0,0,1388,1e25
T,,47.6991043,12.0464001,1,1,2001,0,0,0,1384,1e25
T,,47.6990967,12.0464048,1,1,2001,0,0,0,1395,1e25
T,,47.6991005,12.0464134,1,1,2001,0,0,0,1390,1e25
T,,47.6990814,12.0463991,1,1,2001,0,0,0,1385,1e25
T,,47.6990776,12.0463905,1,1,2001,0,0,0,1390,1e25
T,,47.6990852,12.0463648,1,1,2001,0,0,0,1387,1e25
T,,47.6990852,12.0463533,1,1,2001,0,0,0,1392,1e25
T,,47.6990891,12.0463467,1,1,2001,0,0,0,1390,1e25
T,,47.6991043,12.0462790,1,1,2001,0,0,0,1392,1e25
T,,47.6991081,12.0462532,1,1,2001,0,0,0,1388,1e25
T,,47.6991119,12.0462427,1,1,2001,0,0,0,1394,1e25
T,,47.6991119,12.0462027,1,1,2001,0,0,0,1393,1e25
T,,47.6990700,12.0461960,1,1,2001,0,0,0,1394,1e25
T,,47.6990623,12.0461941,1,1,2001,0,0,0,1398,1e25
T,,47.6990585,12.0461483,1,1,2001,0,0,0,1395,1e25
T,,47.6990471,12.0461302,1,1,2001,0,0,0,1399,1e25
T,,47.6990242,12.0461187,1,1,2001,0,0,0,1392,1e25
T,,47.6990204,12.0461130,1,1,2001,0,0,0,1400,1e25
T,,47.6990204,12.0460997,1,1,2001,0,0,0,1397,1e25
T,,47.6990204,12.0460958,1,1,2001,0,0,0,1401,1e25
T,,47.6990089,12.0461006,1,1,2001,0,0,0,1397,1e25
T,,47.6989861,12.0459452,1,1,2001,0,0,0,1401,1e25
T,,47.6990204,12.0460196,1,1,2001,0,0,0,1397,1e25
T,,47.6989670,12.0460587,1,1,2001,0,0,0,1403,1e25
T,,47.6989555,12.0460501,1,1,2001,0,0,0,1400,1e25
T,,47.6989594,12.0460615,1,1,2001,0,0,0,1404,1e25
T,,47.6989555,12.0460749,1,1,2001,0,0,0,1401,1e25
T,,47.6989517,12.0460854,1,1,2001,0,0,0,1404,1e25
T,,47.6989479,12.0460844,1,1,2001,0,0,0,1401,1e25
T,,47.6989517,12.0460463,1,1,2001,0,0,0,1407,1e25
T,,47.6989441,12.0460558,1,1,2001,0,0,0,1403,1e25
T,,47.6989441,12.0460310,1,1,2001,0,0,0,1408,1e25
T,,47.6989441,12.0460243,1,1,2001,0,0,0,1405,1e25
T,,47.6989441,12.0460176,1,1,2001,0,0,0,1404,1e25
T,,47.6989441,12.0460033,1,1,2001,0,0,0,1408,1e25
T,,47.6989403,12.0460062,1,1,2001,0,0,0,1405,1e25
T,,47.6989365,12.0460119,1,1,2001,0,0,0,1400,1e25
T,,47.6989326,12.0460196,1,1,2001,0,0,0,1406,1e25
T,,47.6989250,12.0459623,1,1,2001,0,0,0,1406,1e25
T,,47.6989288,12.0459137,1,1,2001,0,0,0,1402,1e25
T,,47.6989288,12.0459051,1,1,2001,0,0,0,1409,1e25
T,,47.6989365,12.0458984,1,1,2001,0,0,0,1404,1e25
T,,47.6989403,12.0458937,1,1,2001,0,0,0,1409,1e25
T,,47.6989403,12.0458870,1,1,2001,0,0,0,1405,1e25
T,,47.6989403,12.0458813,1,1,2001,0,0,0,1410,1e25
T,,47.6989441,12.0458670,1,1,2001,0,0,0,1407,1e25
T,,47.6989746,12.0458069,1,1,2001,0,0,0,1406,1e25
T,,47.6989899,12.0457878,1,1,2001,0,0,0,1410,1e25
T,,47.6990051,12.0457668,1,1,2001,0,0,0,1406,1e25
T,,47.6990013,12.0457630,1,1,2001,0,0,0,1410,1e25
T,,47.6990166,12.0456991,1,1,2001,0,0,0,1408,1e25
T,,47.6990128,12.0457010,1,1,2001,0,0,0,1416,1e25
T,,47.6990128,12.0456924,1,1,2001,0,0,0,1411,1e25
T,,47.6990204,12.0456505,1,1,2001,0,0,0,1412,1e25
T,,47.6990318,12.0456362,1,1,2001,0,0,0,1417,1e25
T,,47.6990471,12.0456152,1,1,2001,0,0,0,1412,1e25
T,,47.6990509,12.0456076,1,1,2001,0,0,0,1417,1e25
T,,47.6990547,12.0455980,1,1,2001,0,0,0,1413,1e25
T,,47.6990700,12.0455799,1,1,2001,0,0,0,1416,1e25
T,,47.6990738,12.0455732,1,1,2001,0,0,0,1411,1e25
T,,47.6990776,12.0455675,1,1,2001,0,0,0,1419,1e25
T,,47.6990776,12.0455656,1,1,2001,0,0,0,1411,1e25
T,,47.6990814,12.0455599,1,1,2001,0,0,0,1418,1e25
T,,47.6990929,12.0455379,1,1,2001,0,0,0,1415,1e25
T,,47.6991043,12.0455046,1,1,2001,0,0,0,1420,1e25
T,,47.6991043,12.0454969,1,1,2001,0,0,0,1416,1e25
T,,47.6991043,12.0454702,1,1,2001,0,0,0,1420,1e25
T,,47.6991043,12.0454569,1,1,2001,0,0,0,1420,1e25
T,,47.6991119,12.0454350,1,1,2001,0,0,0,1418,1e25
T,,47.6991539,12.0453758,1,1,2001,0,0,0,1419,1e25
T,,47.6991463,12.0454073,1,1,2001,0,0,0,1422,1e25
T,,47.6991501,12.0453939,1,1,2001,0,0,0,1418,1e25
T,,47.6991539,12.0453892,1,1,2001,0,0,0,1418,1e25
T,,47.6991539,12.0453825,1,1,2001,0,0,0,1423,1e25
T,,47.6991577,12.0453701,1,1,2001,0,0,0,1423,1e25
T,,47.6991730,12.0453386,1,1,2001,0,0,0,1424,1e25
T,,47.6991997,12.0452757,1,1,2001,0,0,0,1423,1e25
T,,47.6992111,12.0452518,1,1,2001,0,0,0,1426,1e25
T,,47.6992149,12.0452404,1,1,2001,0,0,0,1424,1e25
T,,47.6992378,12.0451822,1,1,2001,0,0,0,1427,1e25
T,,47.6992416,12.0451756,1,1,2001,0,0,0,1423,1e25
T,,47.6992493,12.0451689,1,1,2001,0,0,0,1427,1e25
T,,47.6992493,12.0451632,1,1,2001,0,0,0,1419,1e25
T,,47.6992531,12.0451603,1,1,2001,0,0,0,1433,1e25
T,,47.6992569,12.0451498,1,1,2001,0,0,0,1424,1e25
T,,47.6992607,12.0451403,1,1,2001,0,0,0,1428,1e25
T,,47.6992798,12.0451002,1,1,2001,0,0,0,1427,1e25
T,,47.6992874,12.0450296,1,1,2001,0,0,0,1430,1e25
T,,47.6992874,12.0450220,1,1,2001,0,0,0,1433,1e25
T,,47.6992874,12.0450182,1,1,2001,0,0,0,1430,1e25
T,,47.6992836,12.0450106,1,1,2001,0,0,0,1433,1e25
T,,47.6992950,12.0449505,1,1,2001,0,0,0,1428,1e25
T,,47.6992989,12.0449419,1,1,2001,0,0,0,1433,1e25
T,,47.6993027,12.0448837,1,1,2001,0,0,0,1433,1e25
T,,47.6992989,12.0448360,1,1,2001,0,0,0,1436,1e25
T,,47.6992989,12.0448294,1,1,2001,0,0,0,1433,1e25
T,,47.6992989,12.0448236,1,1,2001,0,0,0,1438,1e25
T,,47.6992950,12.0448227,1,1,2001,0,0,0,1432,1e25
T,,47.6992950,12.0448151,1,1,2001,0,0,0,1439,1e25
T,,47.6992989,12.0448103,1,1,2001,0,0,0,1436,1e25
T,,47.6992989,12.0447645,1,1,2001,0,0,0,1434,1e25
T,,47.6993065,12.0447540,1,1,2001,0,0,0,1440,1e25
T,,47.6993065,12.0447474,1,1,2001,0,0,0,1439,1e25
T,,47.6993408,12.0446672,1,1,2001,0,0,0,1439,1e25
T,,47.6993446,12.0446625,1,1,2001,0,0,0,1443,1e25
T,,47.6993484,12.0446548,1,1,2001,0,0,0,1438,1e25
T,,47.6993713,12.0446272,1,1,2001,0,0,0,1443,1e25
T,,47.6993790,12.0446234,1,1,2001,0,0,0,1440,1e25
T,,47.6993866,12.0446329,1,1,2001,0,0,0,1441,1e25
T,,47.6994133,12.0446224,1,1,2001,0,0,0,1440,1e25
T,,47.6994019,12.0446577,1,1,2001,0,0,0,1441,1e25
T,,47.6993561,12.0446358,1,1,2001,0,0,0,1442,1e25
T,,47.6993637,12.0446272,1,1,2001,0,0,0,1437,1e25
T,,47.6993637,12.0446167,1,1,2001,0,0,0,1441,1e25
T,,47.6993790,12.0445518,1,1,2001,0,0,0,1445,1e25
T,,47.6993828,12.0445452,1,1,2001,0,0,0,1438,1e25
T,,47.6993828,12.0445375,1,1,2001,0,0,0,1447,1e25
T,,47.6993866,12.0445318,1,1,2001,0,0,0,1444,1e25
T,,47.6994019,12.0445080,1,1,2001,0,0,0,1445,1e25
T,,47.6994019,12.0445013,1,1,2001,0,0,0,1441,1e25
T,,47.6994095,12.0444965,1,1,2001,0,0,0,1442,1e25
T,,47.6994095,12.0444946,1,1,2001,0,0,0,1446,1e25
T,,47.6994095,12.0444908,1,1,2001,0,0,0,1443,1e25
T,,47.6994095,12.0444870,1,1,2001,0,0,0,1446,1e25
T,,47.6994095,12.0444803,1,1,2001,0,0,0,1444,1e25
T,,47.6994095,12.0444756,1,1,2001,0,0,0,1448,1e25
T,,47.6994057,12.0444689,1,1,2001,0,0,0,1443,1e25
T,,47.6994095,12.0444651,1,1,2001,0,0,0,1447,1e25
T,,47.6994095,12.0444345,1,1,2001,0,0,0,1444,1e25
T,,47.6994057,12.0444279,1,1,2001,0,0,0,1449,1e25
T,,47.6994095,12.0444212,1,1,2001,0,0,0,1445,1e25
T,,47.6994095,12.0444155,1,1,2001,0,0,0,1449,1e25
T,,47.6994095,12.0444059,1,1,2001,0,0,0,1446,1e25
T,,47.6994019,12.0443630,1,1,2001,0,0,0,1445,1e25
T,,47.6994019,12.0443583,1,1,2001,0,0,0,1449,1e25
T,,47.6993980,12.0443535,1,1,2001,0,0,0,1445,1e25
T,,47.6993980,12.0443468,1,1,2001,0,0,0,1452,1e25
T,,47.6993980,12.0443449,1,1,2001,0,0,0,1448,1e25
T,,47.6993866,12.0443125,1,1,2001,0,0,0,1454,1e25
T,,47.6993866,12.0443068,1,1,2001,0,0,0,1448,1e25
T,,47.6993866,12.0443010,1,1,2001,0,0,0,1452,1e25
T,,47.6993866,12.0442963,1,1,2001,0,0,0,1447,1e25
T,,47.6993866,12.0442905,1,1,2001,0,0,0,1453,1e25
T,,47.6993942,12.0442581,1,1,2001,0,0,0,1447,1e25
T,,47.6993942,12.0442543,1,1,2001,0,0,0,1454,1e25
T,,47.6993980,12.0442162,1,1,2001,0,0,0,1450,1e25
T,,47.6993980,12.0442133,1,1,2001,0,0,0,1455,1e25
T,,47.6993942,12.0442114,1,1,2001,0,0,0,1454,1e25
T,,47.6993904,12.0441885,1,1,2001,0,0,0,1450,1e25
T,,47.6993942,12.0441847,1,1,2001,0,0,0,1457,1e25
T,,47.6993942,12.0441799,1,1,2001,0,0,0,1455,1e25
T,,47.6993980,12.0441666,1,1,2001,0,0,0,1454,1e25
T,,47.6994171,12.0441151,1,1,2001,0,0,0,1455,1e25
T,,47.6994247,12.0440969,1,1,2001,0,0,0,1458,1e25
T,,47.6994247,12.0440817,1,1,2001,0,0,0,1453,1e25
T,,47.6994247,12.0440741,1,1,2001,0,0,0,1458,1e25
T,,47.6994247,12.0440702,1,1,2001,0,0,0,1457,1e25
T,,47.6994209,12.0440598,1,1,2001,0,0,0,1449,1e25
T,,47.6994209,12.0440550,1,1,2001,0,0,0,1464,1e25
T,,47.6994209,12.0440502,1,1,2001,0,0,0,1456,1e25
T,,47.6994209,12.0440445,1,1,2001,0,0,0,1459,1e25
T,,47.6994209,12.0440397,1,1,2001,0,0,0,1457,1e25
T,,47.6994171,12.0440292,1,1,2001,0,0,0,1460,1e25
T,,47.6994171,12.0440235,1,1,2001,0,0,0,1458,1e25
T,,47.6994324,12.0439949,1,1,2001,0,0,0,1458,1e25
T,,47.6994324,12.0439873,1,1,2001,0,0,0,1461,1e25
T,,47.6994362,12.0439596,1,1,2001,0,0,0,1455,1e25
T,,47.6994362,12.0439568,1,1,2001,0,0,0,1466,1e25
T,,47.6994400,12.0439539,1,1,2001,0,0,0,1461,1e25
T,,47.6994591,12.0439215,1,1,2001,0,0,0,1462,1e25
T,,47.6994553,12.0439053,1,1,2001,0,0,0,1466,1e25
T,,47.6994514,12.0439034,1,1,2001,0,0,0,1462,1e25
T,,47.6994514,12.0438938,1,1,2001,0,0,0,1461,1e25
T,,47.6994514,12.0438881,1,1,2001,0,0,0,1465,1e25
T,,47.6994553,12.0438824,1,1,2001,0,0,0,1465,1e25
T,,47.6994553,12.0438595,1,1,2001,0,0,0,1465,1e25
T,,47.6994514,12.0438375,1,1,2001,0,0,0,1466,1e25
T,,47.6994629,12.0438175,1,1,2001,0,0,0,1466,1e25
T,,47.6994629,12.0438070,1,1,2001,0,0,0,1462,1e25
T,,47.6994629,12.0438013,1,1,2001,0,0,0,1467,1e25
T,,47.6994667,12.0437717,1,1,2001,0,0,0,1469,1e25
T,,47.6994781,12.0437574,1,1,2001,0,0,0,1463,1e25
T,,47.6994781,12.0437574,1,1,2001,0,0,0,1469,1e25
T,,47.6994705,12.0437231,1,1,2001,0,0,0,1472,1e25
T,,47.6994667,12.0437202,1,1,2001,0,0,0,1467,1e25
T,,47.6994629,12.0437164,1,1,2001,0,0,0,1470,1e25
T,,47.6994514,12.0436954,1,1,2001,0,0,0,1471,1e25
T,,47.6994247,12.0436707,1,1,2001,0,0,0,1471,1e25
T,,47.6994095,12.0436554,1,1,2001,0,0,0,1475,1e25
T,,47.6994057,12.0436525,1,1,2001,0,0,0,1475,1e25
T,,47.6993980,12.0436373,1,1,2001,0,0,0,1469,1e25
T,,47.6993980,12.0436430,1,1,2001,0,0,0,1475,1e25
T,,47.6994019,12.0436544,1,1,2001,0,0,0,1472,1e25
T,,47.6993980,12.0436535,1,1,2001,0,0,0,1478,1e25
T,,47.6993980,12.0436506,1,1,2001,0,0,0,1477,1e25
T,,47.6993942,12.0436344,1,1,2001,0,0,0,1473,1e25
T,,47.6994019,12.0435944,1,1,2001,0,0,0,1476,1e25
T,,47.6993980,12.0435820,1,1,2001,0,0,0,1480,1e25
T,,47.6993980,12.0435829,1,1,2001,0,0,0,1476,1e25
T,,47.6993942,12.0435410,1,1,2001,0,0,0,1479,1e25
T,,47.6993942,12.0435381,1,1,2001,0,0,0,1475,1e25
T,,47.6993942,12.0435352,1,1,2001,0,0,0,1481,1e25
T,,47.6993866,12.0435324,1,1,2001,0,0,0,1478,1e25
T,,47.6993790,12.0435286,1,1,2001,0,0,0,1472,1e25
T,,47.6993752,12.0435286,1,1,2001,0,0,0,1483,1e25
T,,47.6993713,12.0435295,1,1,2001,0,0,0,1481,1e25
T,,47.6993141,12.0435228,1,1,2001,0,0,0,1482,1e25
T,,47.6992912,12.0435133,1,1,2001,0,0,0,1483,1e25
T,,47.6992493,12.0434847,1,1,2001,0,0,0,1482,1e25
T,,47.6992188,12.0435209,1,1,2001,0,0,0,1484,1e25
T,,47.6991730,12.0435352,1,1,2001,0,0,0,1488,1e25
T,,47.6991196,12.0435362,1,1,2001,0,0,0,1487,1e25
T,,47.6990662,12.0435677,1,1,2001,0,0,0,1488,1e25
T,,47.6990013,12.0435534,1,1,2001,0,0,0,1491,1e25
T,,47.6989975,12.0435514,1,1,2001,0,0,0,1491,1e25
T,,47.6989594,12.0435181,1,1,2001,0,0,0,1492,1e25
T,,47.6989555,12.0435047,1,1,2001,0,0,0,1492,1e25
T,,47.6989708,12.0434856,1,1,2001,0,0,0,1492,1e25
T,,47.6989708,12.0435324,1,1,2001,0,0,0,1485,1e25
T,,47.6989708,12.0435429,1,1,2001,0,0,0,1495,1e25
T,,47.6989708,12.0435514,1,1,2001,0,0,0,1491,1e25
T,,47.6990013,12.0435572,1,1,2001,0,0,0,1491,1e25
T,,47.6990166,12.0435886,1,1,2001,0,0,0,1492,1e25
T,,47.6989708,12.0436716,1,1,2001,0,0,0,1495,1e25
T,,47.6989746,12.0436373,1,1,2001,0,0,0,1492,1e25
T,,47.6989784,12.0436106,1,1,2001,0,0,0,1492,1e25
T,,47.6989212,12.0436096,1,1,2001,0,0,0,1493,1e25
T,,47.6989288,12.0435505,1,1,2001,0,0,0,1493,1e25
T,,47.6989403,12.0435362,1,1,2001,0,0,0,1490,1e25
T,,47.6989441,12.0435314,1,1,2001,0,0,0,1496,1e25
T,,47.6989479,12.0435276,1,1,2001,0,0,0,1492,1e25
T,,47.6989594,12.0435209,1,1,2001,0,0,0,1493,1e25
T,,47.6990013,12.0435028,1,1,2001,0,0,0,1493,1e25
T,,47.6989975,12.0434856,1,1,2001,0,0,0,1492,1e25
T,,47.6990280,12.0434313,1,1,2001,0,0,0,1496,1e25
T,,47.6990318,12.0434217,1,1,2001,0,0,0,1491,1e25
T,,47.6990356,12.0434141,1,1,2001,0,0,0,1497,1e25
T,,47.6990395,12.0434065,1,1,2001,0,0,0,1491,1e25
T,,47.6990433,12.0433979,1,1,2001,0,0,0,1497,1e25
T,,47.6990471,12.0433903,1,1,2001,0,0,0,1492,1e25
T,,47.6990471,12.0433836,1,1,2001,0,0,0,1496,1e25
T,,47.6990509,12.0433769,1,1,2001,0,0,0,1491,1e25
T,,47.6990509,12.0433702,1,1,2001,0,0,0,1497,1e25
T,,47.6990509,12.0433607,1,1,2001,0,0,0,1491,1e25
T,,47.6990509,12.0433540,1,1,2001,0,0,0,1498,1e25
T,,47.6990547,12.0433464,1,1,2001,0,0,0,1495,1e25
T,,47.6990852,12.0432968,1,1,2001,0,0,0,1498,1e25
T,,47.6991272,12.0432568,1,1,2001,0,0,0,1495,1e25
T,,47.6991310,12.0432529,1,1,2001,0,0,0,1502,1e25
T,,47.6991348,12.0432491,1,1,2001,0,0,0,1496,1e25
