Version 2
Datum:,WGS-84
ZoneOffset:,0.000000
"Type","Name|Color|Visibility","Lat","Long","Month#","Day#","Year","Hour","Min","Sec","Altitude (Meters)","Depth (Meters)"
T,,47.6956635,12.0565500,1,1,2001,0,0,0,1119,1e25
T,,47.6956787,12.0565586,1,1,2001,0,0,0,1116,1e25
T,,47.6956825,12.0565681,1,1,2001,0,0,0,1120,1e25
T,,47.6956902,12.0565681,1,1,2001,0,0,0,1120,1e25
T,,47.6956940,12.0565720,1,1,2001,0,0,0,1117,1e25
T,,47.6956978,12.0565758,1,1,2001,0,0,0,1120,1e25
T,,47.6957054,12.0565777,1,1,2001,0,0,0,1117,1e25
T,,47.6957664,12.0566034,1,1,2001,0,0,0,1117,1e25
T,,47.6958466,12.0566111,1,1,2001,0,0,0,1118,1e25
T,,47.6958771,12.0566282,1,1,2001,0,0,0,1117,1e25
T,,47.6958923,12.0566311,1,1,2001,0,0,0,1118,1e25
T,,47.6959381,12.0566244,1,1,2001,0,0,0,1119,1e25
T,,47.6959457,12.0566168,1,1,2001,0,0,0,1118,1e25
T,,47.6960144,12.0566196,1,1,2001,0,0,0,1117,1e25
T,,47.6960907,12.0565805,1,1,2001,0,0,0,1118,1e25
T,,47.6961365,12.0565996,1,1,2001,0,0,0,1114,1e25
T,,47.6961479,12.0566044,1,1,2001,0,0,0,1119,1e25
T,,47.6961632,12.0566111,1,1,2001,0,0,0,1116,1e25
T,,47.6962051,12.0566168,1,1,2001,0,0,0,1118,1e25
T,,47.6962624,12.0566301,1,1,2001,0,0,0,1117,1e25
T,,47.6962891,12.0566540,1,1,2001,0,0,0,1118,1e25
T,,47.6963081,12.0566673,1,1,2001,0,0,0,1119,1e25
T,,47.6964493,12.0569038,1,1,2001,0,0,0,1116,1e25
T,,47.6964531,12.0569162,1,1,2001,0,0,0,1116,1e25
T,,47.6964607,12.0569277,1,1,2001,0,0,0,1119,1e25
T,,47.6964645,12.0569391,1,1,2001,0,0,0,1119,1e25
T,,47.6964836,12.0570049,1,1,2001,0,0,0,1118,1e25
T,,47.6965103,12.0570621,1,1,2001,0,0,0,1118,1e25
T,,47.6965561,12.0571337,1,1,2001,0,0,0,1119,1e25
T,,47.6965637,12.0571432,1,1,2001,0,0,0,1119,1e25
T,,47.6965752,12.0571804,1,1,2001,0,0,0,1118,1e25
T,,47.6966286,12.0573111,1,1,2001,0,0,0,1118,1e25
T,,47.6966705,12.0574064,1,1,2001,0,0,0,1117,1e25
T,,47.6966782,12.0574112,1,1,2001,0,0,0,1120,1e25
T,,47.6966782,12.0574074,1,1,2001,0,0,0,1119,1e25
T,,47.6966934,12.0574188,1,1,2001,0,0,0,1121,1e25
T,,47.6967049,12.0574274,1,1,2001,0,0,0,1119,1e25
T,,47.6967354,12.0574474,1,1,2001,0,0,0,1120,1e25
T,,47.6967545,12.0574646,1,1,2001,0,0,0,1118,1e25
T,,47.6967697,12.0574684,1,1,2001,0,0,0,1120,1e25
T,,47.6968002,12.0574684,1,1,2001,0,0,0,1119,1e25
T,,47.6968193,12.0574741,1,1,2001,0,0,0,1120,1e25
T,,47.6968651,12.0574799,1,1,2001,0,0,0,1120,1e25
T,,47.6968880,12.0574837,1,1,2001,0,0,0,1119,1e25
T,,47.6969109,12.0574808,1,1,2001,0,0,0,1121,1e25
T,,47.6969299,12.0574770,1,1,2001,0,0,0,1120,1e25
T,,47.6970024,12.0574436,1,1,2001,0,0,0,1119,1e25
T,,47.6970367,12.0574026,1,1,2001,0,0,0,1120,1e25
T,,47.6970596,12.0574055,1,1,2001,0,0,0,1120,1e25
T,,47.6970940,12.0573902,1,1,2001,0,0,0,1121,1e25
T,,47.6971016,12.0573902,1,1,2001,0,0,0,1117,1e25
T,,47.6971092,12.0573874,1,1,2001,0,0,0,1121,1e25
T,,47.6971283,12.0573950,1,1,2001,0,0,0,1119,1e25
T,,47.6972580,12.0573549,1,1,2001,0,0,0,1121,1e25
T,,47.6972694,12.0573502,1,1,2001,0,0,0,1121,1e25
T,,47.6972923,12.0573206,1,1,2001,0,0,0,1120,1e25
T,,47.6973495,12.0572548,1,1,2001,0,0,0,1120,1e25
T,,47.6973495,12.0572500,1,1,2001,0,0,0,1115,1e25
T,,47.6973534,12.0572453,1,1,2001,0,0,0,1123,1e25
T,,47.6973572,12.0572424,1,1,2001,0,0,0,1118,1e25
T,,47.6973686,12.0572300,1,1,2001,0,0,0,1122,1e25
T,,47.6973763,12.0572243,1,1,2001,0,0,0,1120,1e25
T,,47.6974716,12.0571585,1,1,2001,0,0,0,1121,1e25
T,,47.6974983,12.0571156,1,1,2001,0,0,0,1119,1e25
T,,47.6975136,12.0570974,1,1,2001,0,0,0,1121,1e25
T,,47.6976280,12.0570612,1,1,2001,0,0,0,1117,1e25
T,,47.6976318,12.0570602,1,1,2001,0,0,0,1121,1e25
T,,47.6976700,12.0570583,1,1,2001,0,0,0,1120,1e25
T,,47.6976929,12.0570574,1,1,2001,0,0,0,1118,1e25
T,,47.6977005,12.0570574,1,1,2001,0,0,0,1119,1e25
T,,47.6977844,12.0570936,1,1,2001,0,0,0,1119,1e25
T,,47.6977997,12.0570908,1,1,2001,0,0,0,1117,1e25
T,,47.6978455,12.0571384,1,1,2001,0,0,0,1117,1e25
T,,47.6978531,12.0571375,1,1,2001,0,0,0,1121,1e25
T,,47.6978569,12.0571384,1,1,2001,0,0,0,1118,1e25
T,,47.6979141,12.0571184,1,1,2001,0,0,0,1120,1e25
T,,47.6980019,12.0571127,1,1,2001,0,0,0,1119,1e25
T,,47.6980247,12.0571136,1,1,2001,0,0,0,1119,1e25
T,,47.6980476,12.0571079,1,1,2001,0,0,0,1120,1e25
T,,47.6981277,12.0571613,1,1,2001,0,0,0,1121,1e25
T,,47.6982193,12.0571947,1,1,2001,0,0,0,1121,1e25
T,,47.6983185,12.0571976,1,1,2001,0,0,0,1121,1e25
T,,47.6983986,12.0571671,1,1,2001,0,0,0,1121,1e25
T,,47.6984253,12.0571365,1,1,2001,0,0,0,1121,1e25
T,,47.6984596,12.0571108,1,1,2001,0,0,0,1121,1e25
T,,47.6985321,12.0570211,1,1,2001,0,0,0,1121,1e25
T,,47.6985664,12.0569658,1,1,2001,0,0,0,1122,1e25
T,,47.6986046,12.0569334,1,1,2001,0,0,0,1122,1e25
T,,47.6986465,12.0568590,1,1,2001,0,0,0,1122,1e25
T,,47.6986923,12.0566626,1,1,2001,0,0,0,1122,1e25
T,,47.6986542,12.0564756,1,1,2001,0,0,0,1122,1e25
T,,47.6986580,12.0563660,1,1,2001,0,0,0,1122,1e25
T,,47.6986885,12.0563354,1,1,2001,0,0,0,1122,1e25
T,,47.6987000,12.0563250,1,1,2001,0,0,0,1122,1e25
T,,47.6987381,12.0563250,1,1,2001,0,0,0,1122,1e25
T,,47.6987762,12.0563011,1,1,2001,0,0,0,1122,1e25
T,,47.6988640,12.0563459,1,1,2001,0,0,0,1122,1e25
T,,47.6988029,12.0562782,1,1,2001,0,0,0,1122,1e25
T,,47.6987686,12.0562391,1,1,2001,0,0,0,1124,1e25
T,,47.6987305,12.0561132,1,1,2001,0,0,0,1127,1e25
T,,47.6987038,12.0560684,1,1,2001,0,0,0,1128,1e25
T,,47.6987114,12.0559931,1,1,2001,0,0,0,1130,1e25
T,,47.6987190,12.0559444,1,1,2001,0,0,0,1131,1e25
T,,47.6986961,12.0558176,1,1,2001,0,0,0,1132,1e25
T,,47.6986313,12.0557241,1,1,2001,0,0,0,1134,1e25
T,,47.6986198,12.0555849,1,1,2001,0,0,0,1137,1e25
T,,47.6986618,12.0554819,1,1,2001,0,0,0,1139,1e25
T,,47.6986771,12.0553322,1,1,2001,0,0,0,1140,1e25
T,,47.6986961,12.0552483,1,1,2001,0,0,0,1142,1e25
T,,47.6986732,12.0551691,1,1,2001,0,0,0,1144,1e25
T,,47.6986656,12.0551367,1,1,2001,0,0,0,1144,1e25
T,,47.6986656,12.0549936,1,1,2001,0,0,0,1145,1e25
T,,47.6987152,12.0548830,1,1,2001,0,0,0,1147,1e25
T,,47.6986389,12.0548506,1,1,2001,0,0,0,1148,1e25
T,,47.6985741,12.0548449,1,1,2001,0,0,0,1149,1e25
T,,47.6985817,12.0547333,1,1,2001,0,0,0,1151,1e25
T,,47.6985970,12.0546675,1,1,2001,0,0,0,1152,1e25
T,,47.6986351,12.0545826,1,1,2001,0,0,0,1152,1e25
T,,47.6986771,12.0546370,1,1,2001,0,0,0,1152,1e25
T,,47.6987457,12.0547314,1,1,2001,0,0,0,1153,1e25
T,,47.6987495,12.0547667,1,1,2001,0,0,0,1153,1e25
T,,47.6986923,12.0547752,1,1,2001,0,0,0,1154,1e25
T,,47.6986313,12.0546970,1,1,2001,0,0,0,1153,1e25
T,,47.6985779,12.0546913,1,1,2001,0,0,0,1152,1e25
T,,47.6985512,12.0547333,1,1,2001,0,0,0,1152,1e25
T,,47.6985626,12.0547915,1,1,2001,0,0,0,1152,1e25
T,,47.6985512,12.0549583,1,1,2001,0,0,0,1151,1e25
T,,47.6985474,12.0549793,1,1,2001,0,0,0,1151,1e25
T,,47.6985207,12.0550985,1,1,2001,0,0,0,1150,1e25
T,,47.6985168,12.0551119,1,1,2001,0,0,0,1150,1e25
T,,47.6985207,12.0551519,1,1,2001,0,0,0,1150,1e25
T,,47.6984749,12.0552340,1,1,2001,0,0,0,1150,1e25
T,,47.6984177,12.0552874,1,1,2001,0,0,0,1152,1e25
T,,47.6983490,12.0553570,1,1,2001,0,0,0,1152,1e25
T,,47.6982727,12.0554104,1,1,2001,0,0,0,1153,1e25
T,,47.6982193,12.0554209,1,1,2001,0,0,0,1153,1e25
T,,47.6981583,12.0554037,1,1,2001,0,0,0,1154,1e25
T,,47.6981277,12.0553989,1,1,2001,0,0,0,1155,1e25
T,,47.6980667,12.0554590,1,1,2001,0,0,0,1158,1e25
T,,47.6980324,12.0553818,1,1,2001,0,0,0,1157,1e25
T,,47.6980095,12.0553045,1,1,2001,0,0,0,1156,1e25
T,,47.6979866,12.0552654,1,1,2001,0,0,0,1159,1e25
T,,47.6979637,12.0552578,1,1,2001,0,0,0,1154,1e25
T,,47.6979599,12.0552349,1,1,2001,0,0,0,1159,1e25
T,,47.6979485,12.0552158,1,1,2001,0,0,0,1155,1e25
T,,47.6979446,12.0551968,1,1,2001,0,0,0,1155,1e25
T,,47.6979446,12.0551805,1,1,2001,0,0,0,1159,1e25
T,,47.6979065,12.0551243,1,1,2001,0,0,0,1155,1e25
T,,47.6979027,12.0551081,1,1,2001,0,0,0,1160,1e25
T,,47.6978989,12.0550833,1,1,2001,0,0,0,1156,1e25
T,,47.6978989,12.0550737,1,1,2001,0,0,0,1161,1e25
T,,47.6978951,12.0550623,1,1,2001,0,0,0,1157,1e25
T,,47.6978798,12.0550404,1,1,2001,0,0,0,1160,1e25
T,,47.6978683,12.0550032,1,1,2001,0,0,0,1155,1e25
T,,47.6978683,12.0549994,1,1,2001,0,0,0,1164,1e25
T,,47.6978722,12.0549889,1,1,2001,0,0,0,1159,1e25
T,,47.6978607,12.0549555,1,1,2001,0,0,0,1163,1e25
T,,47.6978645,12.0549278,1,1,2001,0,0,0,1157,1e25
T,,47.6978836,12.0549164,1,1,2001,0,0,0,1164,1e25
T,,47.6978874,12.0549173,1,1,2001,0,0,0,1159,1e25
T,,47.6978874,12.0549183,1,1,2001,0,0,0,1163,1e25
T,,47.6978493,12.0548849,1,1,2001,0,0,0,1159,1e25
T,,47.6978455,12.0548735,1,1,2001,0,0,0,1164,1e25
T,,47.6978188,12.0548115,1,1,2001,0,0,0,1166,1e25
T,,47.6978226,12.0547953,1,1,2001,0,0,0,1162,1e25
T,,47.6978302,12.0547819,1,1,2001,0,0,0,1167,1e25
T,,47.6978607,12.0546923,1,1,2001,0,0,0,1167,1e25
T,,47.6978493,12.0546360,1,1,2001,0,0,0,1168,1e25
T,,47.6978226,12.0545683,1,1,2001,0,0,0,1172,1e25
T,,47.6978188,12.0545559,1,1,2001,0,0,0,1167,1e25
T,,47.6978035,12.0544815,1,1,2001,0,0,0,1172,1e25
T,,47.6977997,12.0544729,1,1,2001,0,0,0,1169,1e25
T,,47.6977921,12.0544443,1,1,2001,0,0,0,1173,1e25
T,,47.6977882,12.0544491,1,1,2001,0,0,0,1169,1e25
T,,47.6977921,12.0544453,1,1,2001,0,0,0,1172,1e25
T,,47.6978188,12.0543804,1,1,2001,0,0,0,1172,1e25
T,,47.6978264,12.0543814,1,1,2001,0,0,0,1174,1e25
T,,47.6978264,12.0543861,1,1,2001,0,0,0,1172,1e25
T,,47.6978722,12.0544243,1,1,2001,0,0,0,1174,1e25
T,,47.6978531,12.0543909,1,1,2001,0,0,0,1176,1e25
T,,47.6978569,12.0543747,1,1,2001,0,0,0,1172,1e25
T,,47.6978569,12.0543604,1,1,2001,0,0,0,1177,1e25
T,,47.6978416,12.0543299,1,1,2001,0,0,0,1173,1e25
T,,47.6978645,12.0543051,1,1,2001,0,0,0,1178,1e25
T,,47.6978722,12.0542965,1,1,2001,0,0,0,1173,1e25
T,,47.6978683,12.0542841,1,1,2001,0,0,0,1177,1e25
T,,47.6978111,12.0541954,1,1,2001,0,0,0,1177,1e25
T,,47.6977806,12.0541153,1,1,2001,0,0,0,1179,1e25
T,,47.6977730,12.0540743,1,1,2001,0,0,0,1180,1e25
T,,47.6977272,12.0540390,1,1,2001,0,0,0,1182,1e25
T,,47.6976776,12.0539923,1,1,2001,0,0,0,1182,1e25
T,,47.6976547,12.0538998,1,1,2001,0,0,0,1185,1e25
T,,47.6976776,12.0538521,1,1,2001,0,0,0,1184,1e25
T,,47.6977081,12.0537243,1,1,2001,0,0,0,1185,1e25
T,,47.6977386,12.0536413,1,1,2001,0,0,0,1185,1e25
T,,47.6977539,12.0535326,1,1,2001,0,0,0,1189,1e25
T,,47.6977501,12.0534573,1,1,2001,0,0,0,1186,1e25
T,,47.6977615,12.0533972,1,1,2001,0,0,0,1189,1e25
T,,47.6977997,12.0532446,1,1,2001,0,0,0,1190,1e25
T,,47.6978073,12.0532322,1,1,2001,0,0,0,1187,1e25
T,,47.6978111,12.0532179,1,1,2001,0,0,0,1192,1e25
T,,47.6978188,12.0532036,1,1,2001,0,0,0,1188,1e25
T,,47.6978340,12.0531454,1,1,2001,0,0,0,1192,1e25
T,,47.6978378,12.0531330,1,1,2001,0,0,0,1188,1e25
T,,47.6978455,12.0531178,1,1,2001,0,0,0,1193,1e25
T,,47.6978493,12.0531073,1,1,2001,0,0,0,1189,1e25
T,,47.6978531,12.0530949,1,1,2001,0,0,0,1194,1e25
T,,47.6978836,12.0530519,1,1,2001,0,0,0,1193,1e25
T,,47.6978912,12.0530415,1,1,2001,0,0,0,1190,1e25
T,,47.6978951,12.0530262,1,1,2001,0,0,0,1193,1e25
T,,47.6979103,12.0529337,1,1,2001,0,0,0,1192,1e25
T,,47.6979523,12.0528278,1,1,2001,0,0,0,1195,1e25
T,,47.6979828,12.0527840,1,1,2001,0,0,0,1196,1e25
T,,47.6980286,12.0527000,1,1,2001,0,0,0,1195,1e25
T,,47.6980324,12.0526619,1,1,2001,0,0,0,1196,1e25
T,,47.6980515,12.0525990,1,1,2001,0,0,0,1196,1e25
T,,47.6980553,12.0529232,1,1,2001,0,0,0,1198,1e25
T,,47.6980629,12.0529060,1,1,2001,0,0,0,1197,1e25
T,,47.6981163,12.0527124,1,1,2001,0,0,0,1200,1e25
T,,47.6981354,12.0526505,1,1,2001,0,0,0,1201,1e25
T,,47.6981583,12.0526209,1,1,2001,0,0,0,1200,1e25
T,,47.6982040,12.0525312,1,1,2001,0,0,0,1199,1e25
T,,47.6982155,12.0524712,1,1,2001,0,0,0,1200,1e25
T,,47.6982346,12.0524321,1,1,2001,0,0,0,1200,1e25
T,,47.6982498,12.0524073,1,1,2001,0,0,0,1202,1e25
T,,47.6982574,12.0523939,1,1,2001,0,0,0,1201,1e25
T,,47.6982994,12.0522594,1,1,2001,0,0,0,1200,1e25
T,,47.6983185,12.0522156,1,1,2001,0,0,0,1205,1e25
T,,47.6983643,12.0522165,1,1,2001,0,0,0,1204,1e25
T,,47.6983795,12.0522375,1,1,2001,0,0,0,1205,1e25
T,,47.6983948,12.0522909,1,1,2001,0,0,0,1201,1e25
T,,47.6984024,12.0523090,1,1,2001,0,0,0,1206,1e25
T,,47.6984482,12.0523643,1,1,2001,0,0,0,1202,1e25
T,,47.6984634,12.0523682,1,1,2001,0,0,0,1209,1e25
T,,47.6984673,12.0523682,1,1,2001,0,0,0,1205,1e25
T,,47.6985016,12.0523510,1,1,2001,0,0,0,1209,1e25
T,,47.6985016,12.0523500,1,1,2001,0,0,0,1203,1e25
T,,47.6985092,12.0523405,1,1,2001,0,0,0,1210,1e25
T,,47.6985168,12.0523415,1,1,2001,0,0,0,1206,1e25
T,,47.6985283,12.0523453,1,1,2001,0,0,0,1208,1e25
T,,47.6986046,12.0523176,1,1,2001,0,0,0,1211,1e25
T,,47.6986389,12.0522842,1,1,2001,0,0,0,1209,1e25
T,,47.6987495,12.0522623,1,1,2001,0,0,0,1212,1e25
T,,47.6987953,12.0522690,1,1,2001,0,0,0,1212,1e25
T,,47.6989288,12.0522270,1,1,2001,0,0,0,1210,1e25
T,,47.6989708,12.0522051,1,1,2001,0,0,0,1214,1e25
T,,47.6989746,12.0521364,1,1,2001,0,0,0,1214,1e25
T,,47.6989517,12.0520763,1,1,2001,0,0,0,1214,1e25
T,,47.6990356,12.0520000,1,1,2001,0,0,0,1216,1e25
T,,47.6990356,12.0518990,1,1,2001,0,0,0,1218,1e25
T,,47.6989517,12.0518646,1,1,2001,0,0,0,1220,1e25
T,,47.6989479,12.0518522,1,1,2001,0,0,0,1217,1e25
T,,47.6989059,12.0518675,1,1,2001,0,0,0,1221,1e25
T,,47.6988945,12.0518713,1,1,2001,0,0,0,1218,1e25
T,,47.6988678,12.0518808,1,1,2001,0,0,0,1220,1e25
T,,47.6988602,12.0518084,1,1,2001,0,0,0,1219,1e25
T,,47.6988640,12.0517740,1,1,2001,0,0,0,1222,1e25
T,,47.6988869,12.0516977,1,1,2001,0,0,0,1222,1e25
T,,47.6988983,12.0516758,1,1,2001,0,0,0,1223,1e25
T,,47.6989021,12.0516167,1,1,2001,0,0,0,1225,1e25
T,,47.6989670,12.0515738,1,1,2001,0,0,0,1221,1e25
T,,47.6989784,12.0515738,1,1,2001,0,0,0,1228,1e25
T,,47.6989861,12.0515804,1,1,2001,0,0,0,1226,1e25
T,,47.6990395,12.0515928,1,1,2001,0,0,0,1228,1e25
T,,47.6990700,12.0515499,1,1,2001,0,0,0,1227,1e25
T,,47.6990929,12.0514631,1,1,2001,0,0,0,1231,1e25
T,,47.6991081,12.0514631,1,1,2001,0,0,0,1228,1e25
T,,47.6991310,12.0514574,1,1,2001,0,0,0,1231,1e25
T,,47.6991501,12.0514936,1,1,2001,0,0,0,1229,1e25
T,,47.6991425,12.0514927,1,1,2001,0,0,0,1233,1e25
T,,47.6991310,12.0515079,1,1,2001,0,0,0,1230,1e25
T,,47.6991577,12.0514250,1,1,2001,0,0,0,1234,1e25
T,,47.6991882,12.0513754,1,1,2001,0,0,0,1230,1e25
T,,47.6991959,12.0513601,1,1,2001,0,0,0,1236,1e25
T,,47.6992302,12.0512896,1,1,2001,0,0,0,1232,1e25
T,,47.6992416,12.0512762,1,1,2001,0,0,0,1235,1e25
T,,47.6992493,12.0512590,1,1,2001,0,0,0,1235,1e25
T,,47.6992989,12.0511379,1,1,2001,0,0,0,1236,1e25
T,,47.6993561,12.0510683,1,1,2001,0,0,0,1239,1e25
T,,47.6993828,12.0510464,1,1,2001,0,0,0,1236,1e25
T,,47.6993866,12.0510397,1,1,2001,0,0,0,1240,1e25
T,,47.6994095,12.0509691,1,1,2001,0,0,0,1240,1e25
T,,47.6994286,12.0508966,1,1,2001,0,0,0,1240,1e25
T,,47.6994896,12.0508347,1,1,2001,0,0,0,1243,1e25
T,,47.6994934,12.0508251,1,1,2001,0,0,0,1242,1e25
T,,47.6995087,12.0508051,1,1,2001,0,0,0,1244,1e25
T,,47.6995430,12.0507078,1,1,2001,0,0,0,1244,1e25
T,,47.6995506,12.0506639,1,1,2001,0,0,0,1247,1e25
T,,47.6995773,12.0506287,1,1,2001,0,0,0,1243,1e25
T,,47.6995850,12.0506248,1,1,2001,0,0,0,1247,1e25
T,,47.6995926,12.0506172,1,1,2001,0,0,0,1246,1e25
T,,47.6996002,12.0505018,1,1,2001,0,0,0,1247,1e25
T,,47.6996231,12.0504532,1,1,2001,0,0,0,1250,1e25
T,,47.6996727,12.0504303,1,1,2001,0,0,0,1250,1e25
T,,47.6997223,12.0504017,1,1,2001,0,0,0,1252,1e25
T,,47.6997375,12.0504036,1,1,2001,0,0,0,1252,1e25
T,,47.6997948,12.0503960,1,1,2001,0,0,0,1253,1e25
T,,47.6998100,12.0503855,1,1,2001,0,0,0,1249,1e25
T,,47.6998215,12.0503569,1,1,2001,0,0,0,1252,1e25
T,,47.6998596,12.0502682,1,1,2001,0,0,0,1255,1e25
T,,47.6998596,12.0502577,1,1,2001,0,0,0,1253,1e25
T,,47.6998634,12.0501719,1,1,2001,0,0,0,1254,1e25
T,,47.6998825,12.0500746,1,1,2001,0,0,0,1254,1e25
T,,47.6998787,12.0500126,1,1,2001,0,0,0,1256,1e25
T,,47.6998749,12.0499468,1,1,2001,0,0,0,1257,1e25
T,,47.6998863,12.0498581,1,1,2001,0,0,0,1257,1e25
T,,47.6999016,12.0497227,1,1,2001,0,0,0,1258,1e25
T,,47.6999092,12.0496759,1,1,2001,0,0,0,1259,1e25
T,,47.6999359,12.0496178,1,1,2001,0,0,0,1257,1e25
T,,47.6999397,12.0496073,1,1,2001,0,0,0,1262,1e25
T,,47.6999550,12.0496025,1,1,2001,0,0,0,1260,1e25
T,,47.7000084,12.0495710,1,1,2001,0,0,0,1265,1e25
T,,47.7000160,12.0495691,1,1,2001,0,0,0,1261,1e25
T,,47.7000160,12.0495634,1,1,2001,0,0,0,1265,1e25
T,,47.7000122,12.0495481,1,1,2001,0,0,0,1264,1e25
T,,47.7000084,12.0495453,1,1,2001,0,0,0,1268,1e25
T,,47.7000160,12.0495520,1,1,2001,0,0,0,1262,1e25
T,,47.7000084,12.0495615,1,1,2001,0,0,0,1269,1e25
T,,47.6999969,12.0495663,1,1,2001,0,0,0,1265,1e25
T,,47.7000389,12.0495348,1,1,2001,0,0,0,1270,1e25
T,,47.7000465,12.0495453,1,1,2001,0,0,0,1267,1e25
T,,47.7000732,12.0495329,1,1,2001,0,0,0,1271,1e25
T,,47.7000580,12.0495291,1,1,2001,0,0,0,1266,1e25
T,,47.7000504,12.0495234,1,1,2001,0,0,0,1271,1e25
T,,47.7000351,12.0495243,1,1,2001,0,0,0,1267,1e25
T,,47.7000351,12.0495510,1,1,2001,0,0,0,1271,1e25
T,,47.7000046,12.0495567,1,1,2001,0,0,0,1266,1e25
T,,47.6999893,12.0495443,1,1,2001,0,0,0,1270,1e25
T,,47.6999512,12.0495014,1,1,2001,0,0,0,1271,1e25
T,,47.6999474,12.0494871,1,1,2001,0,0,0,1275,1e25
T,,47.6999931,12.0494699,1,1,2001,0,0,0,1271,1e25
T,,47.6999931,12.0494576,1,1,2001,0,0,0,1274,1e25
T,,47.6999779,12.0494366,1,1,2001,0,0,0,1270,1e25
T,,47.6999588,12.0493975,1,1,2001,0,0,0,1274,1e25
T,,47.6999092,12.0492792,1,1,2001,0,0,0,1273,1e25
T,,47.6999359,12.0493021,1,1,2001,0,0,0,1272,1e25
T,,47.6999893,12.0492506,1,1,2001,0,0,0,1272,1e25
T,,47.6998444,12.0493231,1,1,2001,0,0,0,1275,1e25
T,,47.6998482,12.0491819,1,1,2001,0,0,0,1274,1e25
T,,47.6998787,12.0491009,1,1,2001,0,0,0,1274,1e25
T,,47.6999016,12.0490360,1,1,2001,0,0,0,1278,1e25
T,,47.6998978,12.0490274,1,1,2001,0,0,0,1274,1e25
T,,47.6998940,12.0490141,1,1,2001,0,0,0,1278,1e25
T,,47.6999092,12.0489969,1,1,2001,0,0,0,1274,1e25
T,,47.6999168,12.0490036,1,1,2001,0,0,0,1282,1e25
T,,47.6999283,12.0490122,1,1,2001,0,0,0,1278,1e25
T,,47.6999474,12.0489979,1,1,2001,0,0,0,1275,1e25
T,,47.6999550,12.0490026,1,1,2001,0,0,0,1280,1e25
T,,47.6999626,12.0490065,1,1,2001,0,0,0,1285,1e25
T,,47.6999664,12.0490103,1,1,2001,0,0,0,1282,1e25
T,,47.6999779,12.0490198,1,1,2001,0,0,0,1279,1e25
T,,47.6999817,12.0490208,1,1,2001,0,0,0,1283,1e25
T,,47.7000198,12.0490007,1,1,2001,0,0,0,1281,1e25
T,,47.7000504,12.0489969,1,1,2001,0,0,0,1286,1e25
T,,47.7000542,12.0489931,1,1,2001,0,0,0,1283,1e25
T,,47.7000618,12.0489855,1,1,2001,0,0,0,1287,1e25
T,,47.7000580,12.0489817,1,1,2001,0,0,0,1283,1e25
T,,47.7000504,12.0489817,1,1,2001,0,0,0,1287,1e25
T,,47.7000008,12.0489674,1,1,2001,0,0,0,1289,1e25
T,,47.7000008,12.0489550,1,1,2001,0,0,0,1284,1e25
T,,47.7000084,12.0489407,1,1,2001,0,0,0,1289,1e25
T,,47.7000389,12.0488787,1,1,2001,0,0,0,1287,1e25
T,,47.7000504,12.0488386,1,1,2001,0,0,0,1291,1e25
T,,47.7000542,12.0488300,1,1,2001,0,0,0,1287,1e25
T,,47.7000580,12.0488167,1,1,2001,0,0,0,1291,1e25
T,,47.7000656,12.0487614,1,1,2001,0,0,0,1287,1e25
T,,47.7000732,12.0487499,1,1,2001,0,0,0,1294,1e25
T,,47.7000771,12.0487413,1,1,2001,0,0,0,1294,1e25
T,,47.7000771,12.0487366,1,1,2001,0,0,0,1287,1e25
T,,47.7000771,12.0487289,1,1,2001,0,0,0,1292,1e25
T,,47.7000694,12.0486565,1,1,2001,0,0,0,1294,1e25
T,,47.7000275,12.0486345,1,1,2001,0,0,0,1295,1e25
T,,47.7000046,12.0486450,1,1,2001,0,0,0,1296,1e25
T,,47.7000046,12.0486355,1,1,2001,0,0,0,1294,1e25
T,,47.6999931,12.0486269,1,1,2001,0,0,0,1296,1e25
T,,47.6999893,12.0485125,1,1,2001,0,0,0,1296,1e25
T,,47.6999817,12.0484180,1,1,2001,0,0,0,1296,1e25
T,,47.6999702,12.0483809,1,1,2001,0,0,0,1300,1e25
T,,47.6999817,12.0483150,1,1,2001,0,0,0,1295,1e25
T,,47.6999855,12.0483036,1,1,2001,0,0,0,1300,1e25
T,,47.6999702,12.0482492,1,1,2001,0,0,0,1299,1e25
T,,47.6999588,12.0482473,1,1,2001,0,0,0,1302,1e25
T,,47.6999474,12.0482512,1,1,2001,0,0,0,1297,1e25
T,,47.6999397,12.0482502,1,1,2001,0,0,0,1304,1e25
T,,47.6999359,12.0482416,1,1,2001,0,0,0,1297,1e25
T,,47.6999321,12.0482330,1,1,2001,0,0,0,1301,1e25
T,,47.6999588,12.0481186,1,1,2001,0,0,0,1301,1e25
T,,47.6999779,12.0480537,1,1,2001,0,0,0,1303,1e25
T,,47.6999474,12.0480385,1,1,2001,0,0,0,1307,1e25
T,,47.6999130,12.0480347,1,1,2001,0,0,0,1303,1e25
T,,47.6999054,12.0480347,1,1,2001,0,0,0,1311,1e25
T,,47.6999016,12.0480318,1,1,2001,0,0,0,1304,1e25
T,,47.6998978,12.0480270,1,1,2001,0,0,0,1308,1e25
T,,47.6999016,12.0479527,1,1,2001,0,0,0,1307,1e25
T,,47.6998672,12.0479326,1,1,2001,0,0,0,1311,1e25
T,,47.6998596,12.0479317,1,1,2001,0,0,0,1310,1e25
T,,47.6998596,12.0479126,1,1,2001,0,0,0,1308,1e25
