47.6861496,12.0568466,1006
47.6861916,12.0568676,1005
47.6861916,12.0568419,1006
47.6861839,12.0568562,1005
47.6862411,12.0567780,1005
47.6863403,12.0566378,1007
47.6864052,12.0565062,1006
47.6864548,12.0564299,1006
47.6864548,12.0564451,1006
47.6865463,12.0563841,1006
47.6865540,12.0563583,1006
47.6865883,12.0560989,1005
47.6866112,12.0560303,1005
47.6865921,12.0557337,1005
47.6865807,12.0556479,1006
47.6865196,12.0553989,1006
47.6865005,12.0553312,1007
47.6865120,12.0552893,1005
47.6865578,12.0552645,1008
47.6865845,12.0552492,1007
47.6866531,12.0552034,1008
47.6867294,12.0551682,1010
47.6868362,12.0551186,1010
47.6869164,12.0550957,1010
47.6869965,12.0550594,1010
47.6869888,12.0550680,1010
47.6870461,12.0550241,1010
47.6871300,12.0549698,1010
47.6872482,12.0549116,1008
47.6873932,12.0548687,1008
47.6875534,12.0548296,1007
47.6877213,12.0547781,1007
47.6878853,12.0547237,1007
47.6880531,12.0546360,1010
47.6881828,12.0544510,1009
47.6882591,12.0542612,1009
47.6883430,12.0541182,1009
47.6884117,12.0540380,1010
47.6884537,12.0540457,1010
47.6884995,12.0539598,1011
47.6884918,12.0538349,1011
47.6884880,12.0535707,1012
47.6885796,12.0533943,1014
47.6886940,12.0534868,1015
47.6888046,12.0536480,1017
47.6889458,12.0537615,1017
47.6890450,12.0538406,1018
47.6890640,12.0538397,1018
47.6891632,12.0539474,1017
47.6892433,12.0539989,1017
47.6892776,12.0539551,1017
47.6893196,12.0538006,1020
47.6893196,12.0537729,1021
47.6893196,12.0537405,1022
47.6893158,12.0536509,1021
47.6892891,12.0535975,1022
47.6892090,12.0534897,1022
47.6892090,12.0534601,1022
47.6893539,12.0534639,1022
47.6893578,12.0534525,1023
47.6893578,12.0534515,1023
47.6893730,12.0534601,1022
47.6894112,12.0534992,1023
47.6894264,12.0535135,1021
47.6894913,12.0535316,1021
47.6895409,12.0535526,1019
47.6896019,12.0535908,1018
47.6895981,12.0535793,1019
47.6895638,12.0535345,1020
47.6894379,12.0534859,1021
47.6894073,12.0534849,1022
47.6893806,12.0534887,1022
47.6892548,12.0533953,1023
47.6891975,12.0533237,1023
47.6891136,12.0532026,1023
47.6890335,12.0531569,1023
47.6889915,12.0531397,1022
47.6889381,12.0530977,1022
47.6888924,12.0529327,1021
47.6888542,12.0528469,1021
47.6887856,12.0526981,1021
47.6887817,12.0526838,1021
47.6888084,12.0525093,1022
47.6887817,12.0523930,1024
47.6887932,12.0523205,1024
47.6887665,12.0522413,1023
47.6888275,12.0521078,1026
47.6888428,12.0520725,1026
47.6888466,12.0520315,1027
47.6888161,12.0520086,1028
47.6887741,12.0520353,1028
47.6887474,12.0520706,1026
47.6887550,12.0520115,1024
47.6887512,12.0519361,1023
47.6887627,12.0519009,1025
47.6887360,12.0518637,1027
47.6887016,12.0518551,1029
47.6886978,12.0518198,1026
47.6886940,12.0518236,1030
47.6886940,12.0518246,1029
47.6886864,12.0518188,1028
47.6886711,12.0518026,1027
47.6886597,12.0517321,1026
47.6886559,12.0516682,1025
47.6886597,12.0515823,1029
47.6886749,12.0515451,1029
47.6887016,12.0514679,1031
47.6887360,12.0513849,1031
47.6887589,12.0513258,1034
47.6887779,12.0512295,1035
47.6887970,12.0511684,1037
47.6888275,12.0511160,1039
47.6888847,12.0510626,1042
47.6889191,12.0510044,1045
47.6889153,12.0509329,1047
47.6889381,12.0508451,1048
47.6889343,12.0507259,1049
47.6889038,12.0506144,1051
47.6889038,12.0505342,1053
47.6888924,12.0504742,1053
47.6888809,12.0504627,1054
47.6888695,12.0504656,1054
47.6888428,12.0503817,1056
47.6888046,12.0502787,1057
47.6888466,12.0502434,1059
47.6888390,12.0501728,1063
47.6888275,12.0500946,1064
47.6888237,12.0499802,1066
47.6888351,12.0498438,1069
47.6888466,12.0497561,1071
47.6888885,12.0497274,1072
47.6888542,12.0496216,1072
47.6888962,12.0495548,1074
47.6889572,12.0494709,1078
47.6890106,12.0494061,1080
47.6890526,12.0493393,1083
47.6890907,12.0492382,1084
47.6891479,12.0491590,1085
47.6892204,12.0490465,1087
47.6892395,12.0490284,1090
47.6892357,12.0490303,1088
47.6892433,12.0490227,1087
47.6893044,12.0489721,1088
47.6893692,12.0489101,1089
47.6894264,12.0488310,1091
47.6894798,12.0487318,1093
47.6895828,12.0486851,1095
47.6895943,12.0486870,1094
47.6896172,12.0487280,1095
47.6896591,12.0487051,1096
47.6897125,12.0486565,1096
47.6897507,12.0486288,1097
47.6897926,12.0486078,1097
47.6898422,12.0485725,1097
47.6899223,12.0484934,1098
47.6899185,12.0484991,1098
47.6899223,12.0485001,1098
47.6899300,12.0484934,1097
47.6899338,12.0484991,1098
47.6899185,12.0485353,1098
47.6899261,12.0485249,1097
47.6899261,12.0485096,1097
47.6899261,12.0485315,1097
47.6899300,12.0485268,1098
47.6899338,12.0485325,1097
47.6899643,12.0485468,1098
47.6899834,12.0485172,1098
47.6901283,12.0484257,1101
47.6901932,12.0483704,1101
47.6902542,12.0483570,1100
47.6903572,12.0483236,1102
47.6903610,12.0483112,1101
47.6903763,12.0482960,1103
47.6904488,12.0483112,1104
47.6905212,12.0482759,1107
47.6905823,12.0482454,1109
47.6905937,12.0482569,1102
47.6905975,12.0482559,1111
47.6906090,12.0482473,1109
47.6906586,12.0482121,1110
47.6907196,12.0481625,1113
47.6907501,12.0480919,1112
47.6907310,12.0480433,1113
47.6907158,12.0480328,1112
47.6906891,12.0479898,1113
47.6906204,12.0479403,1114
47.6906090,12.0479193,1113
47.6905785,12.0478697,1113
47.6905823,12.0478344,1113
47.6905708,12.0478411,1114
47.6905632,12.0478373,1113
47.6905365,12.0478392,1113
47.6905212,12.0477924,1113
47.6904716,12.0476885,1114
47.6904106,12.0475283,1117
47.6903725,12.0473642,1119
47.6903496,12.0472126,1119
47.6903343,12.0470533,1121
47.6903114,12.0468950,1123
47.6903076,12.0468569,1123
47.6902580,12.0467100,1124
47.6902390,12.0466490,1124
47.6901894,12.0465841,1126
47.6901703,12.0465717,1125
47.6901512,12.0464745,1127
47.6901665,12.0464525,1127
