Track hddd.ddddd° WGS-84
Breite      	Länge       	 Time     	 Flag	Descr.	Alt
N 47.69864° 	E012.05485° 	 0 	 0 		1148
N 47.69857° 	E012.05484° 	 0 	 0 		1149
N 47.69858° 	E012.05473° 	 0 	 0 		1151
N 47.6986° 	E012.05467° 	 0 	 0 		1152
N 47.69864° 	E012.05458° 	 0 	 0 		1152
N 47.69868° 	E012.05464° 	 0 	 0 		1152
N 47.69875° 	E012.05473° 	 0 	 0 		1153
N 47.69875° 	E012.05477° 	 0 	 0 		1153
N 47.69869° 	E012.05478° 	 0 	 0 		1154
N 47.69863° 	E012.0547° 	 0 	 0 		1153
N 47.69858° 	E012.05469° 	 0 	 0 		1152
N 47.69855° 	E012.05473° 	 0 	 0 		1152
N 47.69856° 	E012.05479° 	 0 	 0 		1152
N 47.69855° 	E012.05496° 	 0 	 0 		1151
N 47.69855° 	E012.05498° 	 0 	 0 		1151
N 47.69852° 	E012.0551° 	 0 	 0 		1150
N 47.69852° 	E012.05511° 	 0 	 0 		1150
N 47.69852° 	E012.05515° 	 0 	 0 		1150
N 47.69847° 	E012.05523° 	 0 	 0 		1150
N 47.69842° 	E012.05529° 	 0 	 0 		1152
N 47.69835° 	E012.05536° 	 0 	 0 		1152
N 47.69827° 	E012.05541° 	 0 	 0 		1153
N 47.69822° 	E012.05542° 	 0 	 0 		1153
N 47.69816° 	E012.0554° 	 0 	 0 		1154
N 47.69813° 	E012.0554° 	 0 	 0 		1155
N 47.69807° 	E012.05546° 	 0 	 0 		1158
N 47.69803° 	E012.05538° 	 0 	 0 		1157
N 47.69801° 	E012.0553° 	 0 	 0 		1156
N 47.69799° 	E012.05527° 	 0 	 0 		1159
N 47.69796° 	E012.05526° 	 0 	 0 		1154
N 47.69796° 	E012.05523° 	 0 	 0 		1159
N 47.69795° 	E012.05522° 	 0 	 0 		1155
N 47.69794° 	E012.0552° 	 0 	 0 		1155
N 47.69794° 	E012.05518° 	 0 	 0 		1159
N 47.69791° 	E012.05512° 	 0 	 0 		1155
N 47.6979° 	E012.05511° 	 0 	 0 		1160
N 47.6979° 	E012.05508° 	 0 	 0 		1156
N 47.6979° 	E012.05507° 	 0 	 0 		1161
N 47.6979° 	E012.05506° 	 0 	 0 		1157
N 47.69788° 	E012.05504° 	 0 	 0 		1160
N 47.69787° 	E012.055° 	 0 	 0 		1155
N 47.69787° 	E012.055° 	 0 	 0 		1164
N 47.69787° 	E012.05499° 	 0 	 0 		1159
N 47.69786° 	E012.05496° 	 0 	 0 		1163
N 47.69786° 	E012.05493° 	 0 	 0 		1157
N 47.69788° 	E012.05492° 	 0 	 0 		1164
N 47.69789° 	E012.05492° 	 0 	 0 		1159
N 47.69789° 	E012.05492° 	 0 	 0 		1163
N 47.69785° 	E012.05488° 	 0 	 0 		1159
N 47.69785° 	E012.05487° 	 0 	 0 		1164
N 47.69782° 	E012.05481° 	 0 	 0 		1166
N 47.69782° 	E012.0548° 	 0 	 0 		1162
N 47.69783° 	E012.05478° 	 0 	 0 		1167
N 47.69786° 	E012.05469° 	 0 	 0 		1167
N 47.69785° 	E012.05464° 	 0 	 0 		1168
N 47.69782° 	E012.05457° 	 0 	 0 		1172
N 47.69782° 	E012.05456° 	 0 	 0 		1167
N 47.6978° 	E012.05448° 	 0 	 0 		1172
N 47.6978° 	E012.05447° 	 0 	 0 		1169
N 47.69779° 	E012.05444° 	 0 	 0 		1173
N 47.69779° 	E012.05445° 	 0 	 0 		1169
N 47.69779° 	E012.05445° 	 0 	 0 		1172
N 47.69782° 	E012.05438° 	 0 	 0 		1172
N 47.69783° 	E012.05438° 	 0 	 0 		1174
N 47.69783° 	E012.05439° 	 0 	 0 		1172
N 47.69787° 	E012.05442° 	 0 	 0 		1174
N 47.69785° 	E012.05439° 	 0 	 0 		1176
N 47.69786° 	E012.05437° 	 0 	 0 		1172
N 47.69786° 	E012.05436° 	 0 	 0 		1177
N 47.69784° 	E012.05433° 	 0 	 0 		1173
N 47.69786° 	E012.05431° 	 0 	 0 		1178
N 47.69787° 	E012.0543° 	 0 	 0 		1173
N 47.69787° 	E012.05428° 	 0 	 0 		1177
N 47.69781° 	E012.0542° 	 0 	 0 		1177
N 47.69778° 	E012.05412° 	 0 	 0 		1179
N 47.69777° 	E012.05407° 	 0 	 0 		1180
N 47.69773° 	E012.05404° 	 0 	 0 		1182
N 47.69768° 	E012.05399° 	 0 	 0 		1182
N 47.69765° 	E012.0539° 	 0 	 0 		1185
N 47.69768° 	E012.05385° 	 0 	 0 		1184
N 47.69771° 	E012.05372° 	 0 	 0 		1185
N 47.69774° 	E012.05364° 	 0 	 0 		1185
N 47.69775° 	E012.05353° 	 0 	 0 		1189
N 47.69775° 	E012.05346° 	 0 	 0 		1186
N 47.69776° 	E012.0534° 	 0 	 0 		1189
N 47.6978° 	E012.05324° 	 0 	 0 		1190
N 47.69781° 	E012.05323° 	 0 	 0 		1187
N 47.69781° 	E012.05322° 	 0 	 0 		1192
N 47.69782° 	E012.0532° 	 0 	 0 		1188
N 47.69783° 	E012.05315° 	 0 	 0 		1192
N 47.69784° 	E012.05313° 	 0 	 0 		1188
N 47.69785° 	E012.05312° 	 0 	 0 		1193
N 47.69785° 	E012.05311° 	 0 	 0 		1189
N 47.69785° 	E012.05309° 	 0 	 0 		1194
N 47.69788° 	E012.05305° 	 0 	 0 		1193
N 47.69789° 	E012.05304° 	 0 	 0 		1190
N 47.6979° 	E012.05303° 	 0 	 0 		1193
N 47.69791° 	E012.05293° 	 0 	 0 		1192
N 47.69795° 	E012.05283° 	 0 	 0 		1195
N 47.69798° 	E012.05278° 	 0 	 0 		1196
N 47.69803° 	E012.0527° 	 0 	 0 		1195
N 47.69803° 	E012.05266° 	 0 	 0 		1196
N 47.69805° 	E012.0526° 	 0 	 0 		1196
N 47.69806° 	E012.05292° 	 0 	 0 		1198
N 47.69806° 	E012.05291° 	 0 	 0 		1197
N 47.69812° 	E012.05271° 	 0 	 0 		1200
N 47.69814° 	E012.05265° 	 0 	 0 		1201
N 47.69816° 	E012.05262° 	 0 	 0 		1200
N 47.6982° 	E012.05253° 	 0 	 0 		1199
N 47.69822° 	E012.05247° 	 0 	 0 		1200
N 47.69823° 	E012.05243° 	 0 	 0 		1200
N 47.69825° 	E012.05241° 	 0 	 0 		1202
N 47.69826° 	E012.05239° 	 0 	 0 		1201
N 47.6983° 	E012.05226° 	 0 	 0 		1200
N 47.69832° 	E012.05222° 	 0 	 0 		1205
N 47.69836° 	E012.05222° 	 0 	 0 		1204
N 47.69838° 	E012.05224° 	 0 	 0 		1205
N 47.69839° 	E012.05229° 	 0 	 0 		1201
N 47.6984° 	E012.05231° 	 0 	 0 		1206
N 47.69845° 	E012.05236° 	 0 	 0 		1202
N 47.69846° 	E012.05237° 	 0 	 0 		1209
N 47.69847° 	E012.05237° 	 0 	 0 		1205
N 47.6985° 	E012.05235° 	 0 	 0 		1209
N 47.6985° 	E012.05235° 	 0 	 0 		1203
N 47.69851° 	E012.05234° 	 0 	 0 		1210
N 47.69852° 	E012.05234° 	 0 	 0 		1206
N 47.69853° 	E012.05235° 	 0 	 0 		1208
N 47.6986° 	E012.05232° 	 0 	 0 		1211
N 47.69864° 	E012.05228° 	 0 	 0 		1209
N 47.69875° 	E012.05226° 	 0 	 0 		1212
N 47.6988° 	E012.05227° 	 0 	 0 		1212
N 47.69893° 	E012.05223° 	 0 	 0 		1210
N 47.69897° 	E012.05221° 	 0 	 0 		1214
N 47.69897° 	E012.05214° 	 0 	 0 		1214
N 47.69895° 	E012.05208° 	 0 	 0 		1214
N 47.69904° 	E012.052° 	 0 	 0 		1216
N 47.69904° 	E012.0519° 	 0 	 0 		1218
N 47.69895° 	E012.05186° 	 0 	 0 		1220
N 47.69895° 	E012.05185° 	 0 	 0 		1217
N 47.69891° 	E012.05187° 	 0 	 0 		1221
N 47.69889° 	E012.05187° 	 0 	 0 		1218
N 47.69887° 	E012.05188° 	 0 	 0 		1220
N 47.69886° 	E012.05181° 	 0 	 0 		1219
N 47.69886° 	E012.05177° 	 0 	 0 		1222
N 47.69889° 	E012.0517° 	 0 	 0 		1222
N 47.6989° 	E012.05168° 	 0 	 0 		1223
N 47.6989° 	E012.05162° 	 0 	 0 		1225
N 47.69897° 	E012.05157° 	 0 	 0 		1221
N 47.69898° 	E012.05157° 	 0 	 0 		1228
N 47.69899° 	E012.05158° 	 0 	 0 		1226
N 47.69904° 	E012.05159° 	 0 	 0 		1228
N 47.69907° 	E012.05155° 	 0 	 0 		1227
N 47.69909° 	E012.05146° 	 0 	 0 		1231
N 47.69911° 	E012.05146° 	 0 	 0 		1228
N 47.69913° 	E012.05146° 	 0 	 0 		1231
N 47.69915° 	E012.05149° 	 0 	 0 		1229
N 47.69914° 	E012.05149° 	 0 	 0 		1233
N 47.69913° 	E012.05151° 	 0 	 0 		1230
N 47.69916° 	E012.05143° 	 0 	 0 		1234
N 47.69919° 	E012.05138° 	 0 	 0 		1230
N 47.6992° 	E012.05136° 	 0 	 0 		1236
N 47.69923° 	E012.05129° 	 0 	 0 		1232
N 47.69924° 	E012.05128° 	 0 	 0 		1235
N 47.69925° 	E012.05126° 	 0 	 0 		1235
N 47.6993° 	E012.05114° 	 0 	 0 		1236
N 47.69936° 	E012.05107° 	 0 	 0 		1239
N 47.69938° 	E012.05105° 	 0 	 0 		1236
N 47.69939° 	E012.05104° 	 0 	 0 		1240
N 47.69941° 	E012.05097° 	 0 	 0 		1240
N 47.69943° 	E012.0509° 	 0 	 0 		1240
N 47.69949° 	E012.05083° 	 0 	 0 		1243
N 47.69949° 	E012.05083° 	 0 	 0 		1242
N 47.69951° 	E012.05081° 	 0 	 0 		1244
N 47.69954° 	E012.05071° 	 0 	 0 		1244
N 47.69955° 	E012.05066° 	 0 	 0 		1247
N 47.69958° 	E012.05063° 	 0 	 0 		1243
N 47.69959° 	E012.05062° 	 0 	 0 		1247
N 47.69959° 	E012.05062° 	 0 	 0 		1246
N 47.6996° 	E012.0505° 	 0 	 0 		1247
N 47.69962° 	E012.05045° 	 0 	 0 		1250
N 47.69967° 	E012.05043° 	 0 	 0 		1250
N 47.69972° 	E012.0504° 	 0 	 0 		1252
N 47.69974° 	E012.0504° 	 0 	 0 		1252
N 47.69979° 	E012.0504° 	 0 	 0 		1253
N 47.69981° 	E012.05039° 	 0 	 0 		1249
N 47.69982° 	E012.05036° 	 0 	 0 		1252
N 47.69986° 	E012.05027° 	 0 	 0 		1255
N 47.69986° 	E012.05026° 	 0 	 0 		1253
N 47.69986° 	E012.05017° 	 0 	 0 		1254
N 47.69988° 	E012.05007° 	 0 	 0 		1254
N 47.69988° 	E012.05001° 	 0 	 0 		1256
N 47.69987° 	E012.04995° 	 0 	 0 		1257
N 47.69989° 	E012.04986° 	 0 	 0 		1257
N 47.6999° 	E012.04972° 	 0 	 0 		1258
N 47.69991° 	E012.04968° 	 0 	 0 		1259
N 47.69994° 	E012.04962° 	 0 	 0 		1257
N 47.69994° 	E012.04961° 	 0 	 0 		1262
N 47.69996° 	E012.0496° 	 0 	 0 		1260
N 47.70001° 	E012.04957° 	 0 	 0 		1265
N 47.70002° 	E012.04957° 	 0 	 0 		1261
N 47.70002° 	E012.04956° 	 0 	 0 		1265
N 47.70001° 	E012.04955° 	 0 	 0 		1264
N 47.70001° 	E012.04955° 	 0 	 0 		1268
N 47.70002° 	E012.04955° 	 0 	 0 		1262
N 47.70001° 	E012.04956° 	 0 	 0 		1269
N 47.7° 	E012.04957° 	 0 	 0 		1265
N 47.70004° 	E012.04953° 	 0 	 0 		1270
N 47.70005° 	E012.04955° 	 0 	 0 		1267
N 47.70007° 	E012.04953° 	 0 	 0 		1271
N 47.70006° 	E012.04953° 	 0 	 0 		1266
N 47.70005° 	E012.04952° 	 0 	 0 		1271
N 47.70004° 	E012.04952° 	 0 	 0 		1267
N 47.70004° 	E012.04955° 	 0 	 0 		1271
N 47.7° 	E012.04956° 	 0 	 0 		1266
N 47.69999° 	E012.04954° 	 0 	 0 		1270
N 47.69995° 	E012.0495° 	 0 	 0 		1271
N 47.69995° 	E012.04949° 	 0 	 0 		1275
N 47.69999° 	E012.04947° 	 0 	 0 		1271
N 47.69999° 	E012.04946° 	 0 	 0 		1274
N 47.69998° 	E012.04944° 	 0 	 0 		1270
N 47.69996° 	E012.0494° 	 0 	 0 		1274
N 47.69991° 	E012.04928° 	 0 	 0 		1273
N 47.69994° 	E012.0493° 	 0 	 0 		1272
N 47.69999° 	E012.04925° 	 0 	 0 		1272
N 47.69984° 	E012.04932° 	 0 	 0 		1275
N 47.69985° 	E012.04918° 	 0 	 0 		1274
N 47.69988° 	E012.0491° 	 0 	 0 		1274
N 47.6999° 	E012.04904° 	 0 	 0 		1278
N 47.6999° 	E012.04903° 	 0 	 0 		1274
N 47.69989° 	E012.04901° 	 0 	 0 		1278
N 47.69991° 	E012.049° 	 0 	 0 		1274
N 47.69992° 	E012.049° 	 0 	 0 		1282
N 47.69993° 	E012.04901° 	 0 	 0 		1278
N 47.69995° 	E012.049° 	 0 	 0 		1275
N 47.69996° 	E012.049° 	 0 	 0 		1280
N 47.69996° 	E012.04901° 	 0 	 0 		1285
N 47.69997° 	E012.04901° 	 0 	 0 		1282
N 47.69998° 	E012.04902° 	 0 	 0 		1279
N 47.69998° 	E012.04902° 	 0 	 0 		1283
N 47.70002° 	E012.049° 	 0 	 0 		1281
N 47.70005° 	E012.049° 	 0 	 0 		1286
N 47.70005° 	E012.04899° 	 0 	 0 		1283
N 47.70006° 	E012.04899° 	 0 	 0 		1287
N 47.70006° 	E012.04898° 	 0 	 0 		1283
N 47.70005° 	E012.04898° 	 0 	 0 		1287
N 47.7° 	E012.04897° 	 0 	 0 		1289
N 47.7° 	E012.04896° 	 0 	 0 		1284
N 47.70001° 	E012.04894° 	 0 	 0 		1289
N 47.70004° 	E012.04888° 	 0 	 0 		1287
N 47.70005° 	E012.04884° 	 0 	 0 		1291
N 47.70005° 	E012.04883° 	 0 	 0 		1287
N 47.70006° 	E012.04882° 	 0 	 0 		1291
N 47.70007° 	E012.04876° 	 0 	 0 		1287
N 47.70007° 	E012.04875° 	 0 	 0 		1294
N 47.70008° 	E012.04874° 	 0 	 0 		1294
N 47.70008° 	E012.04874° 	 0 	 0 		1287
N 47.70008° 	E012.04873° 	 0 	 0 		1292
N 47.70007° 	E012.04866° 	 0 	 0 		1294
N 47.70003° 	E012.04863° 	 0 	 0 		1295
N 47.7° 	E012.04865° 	 0 	 0 		1296
N 47.7° 	E012.04864° 	 0 	 0 		1294
N 47.69999° 	E012.04863° 	 0 	 0 		1296
N 47.69999° 	E012.04851° 	 0 	 0 		1296
N 47.69998° 	E012.04842° 	 0 	 0 		1296
N 47.69997° 	E012.04838° 	 0 	 0 		1300
N 47.69998° 	E012.04832° 	 0 	 0 		1295
N 47.69999° 	E012.0483° 	 0 	 0 		1300
N 47.69997° 	E012.04825° 	 0 	 0 		1299
N 47.69996° 	E012.04825° 	 0 	 0 		1302
N 47.69995° 	E012.04825° 	 0 	 0 		1297
N 47.69994° 	E012.04825° 	 0 	 0 		1304
N 47.69994° 	E012.04824° 	 0 	 0 		1297
N 47.69993° 	E012.04823° 	 0 	 0 		1301
N 47.69996° 	E012.04812° 	 0 	 0 		1301
N 47.69998° 	E012.04805° 	 0 	 0 		1303
N 47.69995° 	E012.04804° 	 0 	 0 		1307
N 47.69991° 	E012.04803° 	 0 	 0 		1303
N 47.69991° 	E012.04803° 	 0 	 0 		1311
N 47.6999° 	E012.04803° 	 0 	 0 		1304
N 47.6999° 	E012.04803° 	 0 	 0 		1308
N 47.6999° 	E012.04795° 	 0 	 0 		1307
N 47.69987° 	E012.04793° 	 0 	 0 		1311
N 47.69986° 	E012.04793° 	 0 	 0 		1310
N 47.69986° 	E012.04791° 	 0 	 0 		1308
N 47.69986° 	E012.04791° 	 0 	 0 		1311
N 47.69986° 	E012.0479° 	 0 	 0 		1311
N 47.69984° 	E012.0479° 	 0 	 0 		1309
N 47.69983° 	E012.0479° 	 0 	 0 		1310
N 47.69984° 	E012.0478° 	 0 	 0 		1310
N 47.69985° 	E012.04778° 	 0 	 0 		1314
N 47.69985° 	E012.04778° 	 0 	 0 		1313
N 47.69984° 	E012.04776° 	 0 	 0 		1310
N 47.69983° 	E012.04776° 	 0 	 0 		1316
N 47.69983° 	E012.04776° 	 0 	 0 		1312
N 47.69981° 	E012.04773° 	 0 	 0 		1313
N 47.69983° 	E012.04773° 	 0 	 0 		1313
N 47.69984° 	E012.04765° 	 0 	 0 		1317
N 47.69986° 	E012.04765° 	 0 	 0 		1313
N 47.69986° 	E012.04765° 	 0 	 0 		1314
N 47.69988° 	E012.04762° 	 0 	 0 		1313
N 47.69987° 	E012.04764° 	 0 	 0 		1317
N 47.69984° 	E012.04766° 	 0 	 0 		1313
N 47.69984° 	E012.04764° 	 0 	 0 		1313
N 47.69984° 	E012.04764° 	 0 	 0 		1320
N 47.69983° 	E012.04764° 	 0 	 0 		1315
N 47.69983° 	E012.04763° 	 0 	 0 		1319
N 47.69983° 	E012.04762° 	 0 	 0 		1311
N 47.69982° 	E012.04761° 	 0 	 0 		1322
N 47.69982° 	E012.0476° 	 0 	 0 		1316
N 47.69982° 	E012.04756° 	 0 	 0 		1319
N 47.69979° 	E012.04753° 	 0 	 0 		1319
N 47.69978° 	E012.04749° 	 0 	 0 		1325
N 47.69978° 	E012.04748° 	 0 	 0 		1317
N 47.69978° 	E012.04747° 	 0 	 0 		1324
N 47.69978° 	E012.04747° 	 0 	 0 		1321
N 47.69976° 	E012.0474° 	 0 	 0 		1322
N 47.69978° 	E012.04734° 	 0 	 0 		1324
N 47.69977° 	E012.04732° 	 0 	 0 		1327
N 47.69976° 	E012.04723° 	 0 	 0 		1326
N 47.69978° 	E012.04718° 	 0 	 0 		1330
N 47.69978° 	E012.04718° 	 0 	 0 		1330
N 47.69982° 	E012.04712° 	 0 	 0 		1331
N 47.69984° 	E012.0471° 	 0 	 0 		1327
N 47.69984° 	E012.0471° 	 0 	 0 		1331
N 47.69982° 	E012.0471° 	 0 	 0 		1333
N 47.69981° 	E012.04708° 	 0 	 0 		1331
N 47.69979° 	E012.04707° 	 0 	 0 		1336
N 47.69979° 	E012.04707° 	 0 	 0 		1330
N 47.69979° 	E012.04707° 	 0 	 0 		1334
N 47.69978° 	E012.04708° 	 0 	 0 		1331
N 47.69978° 	E012.04708° 	 0 	 0 		1336
N 47.69978° 	E012.04708° 	 0 	 0 		1331
N 47.69977° 	E012.04707° 	 0 	 0 		1335
N 47.69976° 	E012.04708° 	 0 	 0 		1333
N 47.69974° 	E012.04709° 	 0 	 0 		1335
N 47.69967° 	E012.04713° 	 0 	 0 		1341
N 47.69967° 	E012.04713° 	 0 	 0 		1336
N 47.69967° 	E012.04712° 	 0 	 0 		1340
N 47.69967° 	E012.04712° 	 0 	 0 		1336
N 47.69968° 	E012.0471° 	 0 	 0 		1338
N 47.69964° 	E012.0471° 	 0 	 0 		1337
N 47.69963° 	E012.0471° 	 0 	 0 		1341
N 47.69963° 	E012.0471° 	 0 	 0 		1337
N 47.69962° 	E012.04709° 	 0 	 0 		1342
N 47.6996° 	E012.04708° 	 0 	 0 		1339
N 47.6996° 	E012.04708° 	 0 	 0 		1343
N 47.6996° 	E012.04707° 	 0 	 0 		1339
N 47.69959° 	E012.04706° 	 0 	 0 		1345
N 47.69959° 	E012.04706° 	 0 	 0 		1338
N 47.69959° 	E012.04705° 	 0 	 0 		1346
N 47.69959° 	E012.04706° 	 0 	 0 		1342
N 47.69956° 	E012.04704° 	 0 	 0 		1346
N 47.69957° 	E012.04707° 	 0 	 0 		1343
N 47.69955° 	E012.04706° 	 0 	 0 		1346
N 47.69953° 	E012.04707° 	 0 	 0 		1349
N 47.69954° 	E012.04707° 	 0 	 0 		1345
N 47.69953° 	E012.04707° 	 0 	 0 		1346
N 47.69953° 	E012.04709° 	 0 	 0 		1341
N 47.69953° 	E012.04709° 	 0 	 0 		1348
N 47.69954° 	E012.04709° 	 0 	 0 		1344
N 47.69953° 	E012.04707° 	 0 	 0 		1347
N 47.69952° 	E012.04707° 	 0 	 0 		1342
N 47.69951° 	E012.04706° 	 0 	 0 		1349
N 47.6995° 	E012.04704° 	 0 	 0 		1346
N 47.6995° 	E012.04703° 	 0 	 0 		1346
N 47.6995° 	E012.04702° 	 0 	 0 		1349
N 47.69947° 	E012.04698° 	 0 	 0 		1352
N 47.69947° 	E012.04698° 	 0 	 0 		1352
N 47.69947° 	E012.04693° 	 0 	 0 		1355
N 47.69945° 	E012.04696° 	 0 	 0 		1350
N 47.69945° 	E012.04696° 	 0 	 0 		1357
N 47.69944° 	E012.04697° 	 0 	 0 		1352
N 47.69944° 	E012.04697° 	 0 	 0 		1358
N 47.69943° 	E012.04697° 	 0 	 0 		1354
N 47.69943° 	E012.04692° 	 0 	 0 		1357
N 47.69939° 	E012.04689° 	 0 	 0 		1358
N 47.69938° 	E012.0469° 	 0 	 0 		1355
N 47.69936° 	E012.04691° 	 0 	 0 		1358
N 47.69931° 	E012.04689° 	 0 	 0 		1353
N 47.69932° 	E012.04688° 	 0 	 0 		1362
N 47.69932° 	E012.04686° 	 0 	 0 		1358
N 47.69933° 	E012.04687° 	 0 	 0 		1363
N 47.69933° 	E012.04686° 	 0 	 0 		1359
N 47.69934° 	E012.0468° 	 0 	 0 		1361
N 47.69934° 	E012.04676° 	 0 	 0 		1363
N 47.69932° 	E012.04674° 	 0 	 0 		1363
N 47.6993° 	E012.04672° 	 0 	 0 		1367
N 47.6993° 	E012.04672° 	 0 	 0 		1365
N 47.69931° 	E012.0467° 	 0 	 0 		1367
N 47.6993° 	E012.04671° 	 0 	 0 		1365
N 47.6993° 	E012.04671° 	 0 	 0 		1371
N 47.6993° 	E012.0467° 	 0 	 0 		1369
N 47.6993° 	E012.04668° 	 0 	 0 		1362
N 47.6993° 	E012.04668° 	 0 	 0 		1369
N 47.69931° 	E012.04667° 	 0 	 0 		1371
N 47.69929° 	E012.04666° 	 0 	 0 		1369
N 47.69927° 	E012.04666° 	 0 	 0 		1371
N 47.69927° 	E012.04665° 	 0 	 0 		1368
N 47.69926° 	E012.04664° 	 0 	 0 		1371
N 47.69926° 	E012.04664° 	 0 	 0 		1371
N 47.69925° 	E012.04663° 	 0 	 0 		1365
N 47.69925° 	E012.04663° 	 0 	 0 		1377
N 47.69924° 	E012.04663° 	 0 	 0 		1367
N 47.69925° 	E012.04661° 	 0 	 0 		1377
N 47.69924° 	E012.04661° 	 0 	 0 		1373
N 47.69922° 	E012.04659° 	 0 	 0 		1377
N 47.69921° 	E012.04662° 	 0 	 0 		1373
N 47.69921° 	E012.04662° 	 0 	 0 		1379
N 47.69922° 	E012.04662° 	 0 	 0 		1374
N 47.69924° 	E012.04664° 	 0 	 0 		1379
N 47.69917° 	E012.04673° 	 0 	 0 		1378
N 47.69915° 	E012.04676° 	 0 	 0 		1372
N 47.69915° 	E012.04676° 	 0 	 0 		1382
N 47.69915° 	E012.04675° 	 0 	 0 		1377
N 47.69912° 	E012.0467° 	 0 	 0 		1382
N 47.69912° 	E012.04669° 	 0 	 0 		1378
N 47.69912° 	E012.04668° 	 0 	 0 		1383
N 47.69912° 	E012.04666° 	 0 	 0 		1379
N 47.6991° 	E012.04659° 	 0 	 0 		1383
N 47.6991° 	E012.04651° 	 0 	 0 		1387
N 47.6991° 	E012.0465° 	 0 	 0 		1385
N 47.69909° 	E012.04646° 	 0 	 0 		1388
N 47.69909° 	E012.04646° 	 0 	 0 		1379
N 47.69908° 	E012.04647° 	 0 	 0 		1391
N 47.69908° 	E012.04646° 	 0 	 0 		1386
N 47.69909° 	E012.04642° 	 0 	 0 		1386
N 47.69909° 	E012.04636° 	 0 	 0 		1383
N 47.69909° 	E012.04635° 	 0 	 0 		1384
N 47.6991° 	E012.04633° 	 0 	 0 		1391
N 47.6991° 	E012.04632° 	 0 	 0 		1390
N 47.6991° 	E012.04629° 	 0 	 0 		1388
N 47.6991° 	E012.0464° 	 0 	 0 		1384
N 47.6991° 	E012.0464° 	 0 	 0 		1395
N 47.6991° 	E012.04641° 	 0 	 0 		1390
N 47.69908° 	E012.0464° 	 0 	 0 		1385
N 47.69908° 	E012.04639° 	 0 	 0 		1390
N 47.69909° 	E012.04636° 	 0 	 0 		1387
N 47.69909° 	E012.04635° 	 0 	 0 		1392
N 47.69909° 	E012.04635° 	 0 	 0 		1390
N 47.6991° 	E012.04628° 	 0 	 0 		1392
N 47.69911° 	E012.04625° 	 0 	 0 		1388
N 47.69911° 	E012.04624° 	 0 	 0 		1394
N 47.69911° 	E012.0462° 	 0 	 0 		1393
N 47.69907° 	E012.0462° 	 0 	 0 		1394
N 47.69906° 	E012.04619° 	 0 	 0 		1398
N 47.69906° 	E012.04615° 	 0 	 0 		1395
N 47.69905° 	E012.04613° 	 0 	 0 		1399
N 47.69902° 	E012.04612° 	 0 	 0 		1392
N 47.69902° 	E012.04611° 	 0 	 0 		1400
N 47.69902° 	E012.0461° 	 0 	 0 		1397
N 47.69902° 	E012.0461° 	 0 	 0 		1401
N 47.69901° 	E012.0461° 	 0 	 0 		1397
N 47.69899° 	E012.04595° 	 0 	 0 		1401
N 47.69902° 	E012.04602° 	 0 	 0 		1397
N 47.69897° 	E012.04606° 	 0 	 0 		1403
N 47.69896° 	E012.04605° 	 0 	 0 		1400
N 47.69896° 	E012.04606° 	 0 	 0 		1404
N 47.69896° 	E012.04607° 	 0 	 0 		1401
N 47.69895° 	E012.04609° 	 0 	 0 		1404
N 47.69895° 	E012.04608° 	 0 	 0 		1401
N 47.69895° 	E012.04605° 	 0 	 0 		1407
N 47.69894° 	E012.04606° 	 0 	 0 		1403
N 47.69894° 	E012.04603° 	 0 	 0 		1408
N 47.69894° 	E012.04602° 	 0 	 0 		1405
N 47.69894° 	E012.04602° 	 0 	 0 		1404
N 47.69894° 	E012.046° 	 0 	 0 		1408
N 47.69894° 	E012.04601° 	 0 	 0 		1405
N 47.69894° 	E012.04601° 	 0 	 0 		1400
N 47.69893° 	E012.04602° 	 0 	 0 		1406
N 47.69893° 	E012.04596° 	 0 	 0 		1406
N 47.69893° 	E012.04591° 	 0 	 0 		1402
N 47.69893° 	E012.04591° 	 0 	 0 		1409
N 47.69894° 	E012.0459° 	 0 	 0 		1404
N 47.69894° 	E012.04589° 	 0 	 0 		1409
N 47.69894° 	E012.04589° 	 0 	 0 		1405
N 47.69894° 	E012.04588° 	 0 	 0 		1410
N 47.69894° 	E012.04587° 	 0 	 0 		1407
N 47.69897° 	E012.04581° 	 0 	 0 		1406
N 47.69899° 	E012.04579° 	 0 	 0 		1410
N 47.69901° 	E012.04577° 	 0 	 0 		1406
N 47.699° 	E012.04576° 	 0 	 0 		1410
N 47.69902° 	E012.0457° 	 0 	 0 		1408
N 47.69901° 	E012.0457° 	 0 	 0 		1416
N 47.69901° 	E012.04569° 	 0 	 0 		1411
N 47.69902° 	E012.04565° 	 0 	 0 		1412
N 47.69903° 	E012.04564° 	 0 	 0 		1417
N 47.69905° 	E012.04562° 	 0 	 0 		1412
N 47.69905° 	E012.04561° 	 0 	 0 		1417
N 47.69905° 	E012.0456° 	 0 	 0 		1413
N 47.69907° 	E012.04558° 	 0 	 0 		1416
N 47.69907° 	E012.04557° 	 0 	 0 		1411
N 47.69908° 	E012.04557° 	 0 	 0 		1419
N 47.69908° 	E012.04557° 	 0 	 0 		1411
N 47.69908° 	E012.04556° 	 0 	 0 		1418
N 47.69909° 	E012.04554° 	 0 	 0 		1415
N 47.6991° 	E012.0455° 	 0 	 0 		1420
N 47.6991° 	E012.0455° 	 0 	 0 		1416
N 47.6991° 	E012.04547° 	 0 	 0 		1420
