Track hddd.ddddd° WGS-84
Breite      	Länge       	 Time     	 Flag	Descr.	Alt
N 47.6991° 	E012.04546° 	 0 	 0 		1420
N 47.69911° 	E012.04544° 	 0 	 0 		1418
N 47.69915° 	E012.04538° 	 0 	 0 		1419
N 47.69915° 	E012.04541° 	 0 	 0 		1422
N 47.69915° 	E012.04539° 	 0 	 0 		1418
N 47.69915° 	E012.04539° 	 0 	 0 		1418
N 47.69915° 	E012.04538° 	 0 	 0 		1423
N 47.69916° 	E012.04537° 	 0 	 0 		1423
N 47.69917° 	E012.04534° 	 0 	 0 		1424
N 47.6992° 	E012.04528° 	 0 	 0 		1423
N 47.69921° 	E012.04525° 	 0 	 0 		1426
N 47.69921° 	E012.04524° 	 0 	 0 		1424
N 47.69924° 	E012.04518° 	 0 	 0 		1427
N 47.69924° 	E012.04518° 	 0 	 0 		1423
N 47.69925° 	E012.04517° 	 0 	 0 		1427
N 47.69925° 	E012.04516° 	 0 	 0 		1419
N 47.69925° 	E012.04516° 	 0 	 0 		1433
N 47.69926° 	E012.04515° 	 0 	 0 		1424
N 47.69926° 	E012.04514° 	 0 	 0 		1428
N 47.69928° 	E012.0451° 	 0 	 0 		1427
N 47.69929° 	E012.04503° 	 0 	 0 		1430
N 47.69929° 	E012.04502° 	 0 	 0 		1433
N 47.69929° 	E012.04502° 	 0 	 0 		1430
N 47.69928° 	E012.04501° 	 0 	 0 		1433
N 47.6993° 	E012.04495° 	 0 	 0 		1428
N 47.6993° 	E012.04494° 	 0 	 0 		1433
N 47.6993° 	E012.04488° 	 0 	 0 		1433
N 47.6993° 	E012.04484° 	 0 	 0 		1436
N 47.6993° 	E012.04483° 	 0 	 0 		1433
N 47.6993° 	E012.04482° 	 0 	 0 		1438
N 47.6993° 	E012.04482° 	 0 	 0 		1432
N 47.6993° 	E012.04482° 	 0 	 0 		1439
N 47.6993° 	E012.04481° 	 0 	 0 		1436
N 47.6993° 	E012.04476° 	 0 	 0 		1434
N 47.69931° 	E012.04475° 	 0 	 0 		1440
N 47.69931° 	E012.04475° 	 0 	 0 		1439
N 47.69934° 	E012.04467° 	 0 	 0 		1439
N 47.69934° 	E012.04466° 	 0 	 0 		1443
N 47.69935° 	E012.04465° 	 0 	 0 		1438
N 47.69937° 	E012.04463° 	 0 	 0 		1443
N 47.69938° 	E012.04462° 	 0 	 0 		1440
N 47.69939° 	E012.04463° 	 0 	 0 		1441
N 47.69941° 	E012.04462° 	 0 	 0 		1440
N 47.6994° 	E012.04466° 	 0 	 0 		1441
N 47.69936° 	E012.04464° 	 0 	 0 		1442
N 47.69936° 	E012.04463° 	 0 	 0 		1437
N 47.69936° 	E012.04462° 	 0 	 0 		1441
N 47.69938° 	E012.04455° 	 0 	 0 		1445
N 47.69938° 	E012.04455° 	 0 	 0 		1438
N 47.69938° 	E012.04454° 	 0 	 0 		1447
N 47.69939° 	E012.04453° 	 0 	 0 		1444
N 47.6994° 	E012.04451° 	 0 	 0 		1445
N 47.6994° 	E012.0445° 	 0 	 0 		1441
N 47.69941° 	E012.0445° 	 0 	 0 		1442
N 47.69941° 	E012.04449° 	 0 	 0 		1446
N 47.69941° 	E012.04449° 	 0 	 0 		1443
N 47.69941° 	E012.04449° 	 0 	 0 		1446
N 47.69941° 	E012.04448° 	 0 	 0 		1444
N 47.69941° 	E012.04448° 	 0 	 0 		1448
N 47.69941° 	E012.04447° 	 0 	 0 		1443
N 47.69941° 	E012.04447° 	 0 	 0 		1447
N 47.69941° 	E012.04443° 	 0 	 0 		1444
N 47.69941° 	E012.04443° 	 0 	 0 		1449
N 47.69941° 	E012.04442° 	 0 	 0 		1445
N 47.69941° 	E012.04442° 	 0 	 0 		1449
N 47.69941° 	E012.04441° 	 0 	 0 		1446
N 47.6994° 	E012.04436° 	 0 	 0 		1445
N 47.6994° 	E012.04436° 	 0 	 0 		1449
N 47.6994° 	E012.04435° 	 0 	 0 		1445
N 47.6994° 	E012.04435° 	 0 	 0 		1452
N 47.6994° 	E012.04434° 	 0 	 0 		1448
N 47.69939° 	E012.04431° 	 0 	 0 		1454
N 47.69939° 	E012.04431° 	 0 	 0 		1448
N 47.69939° 	E012.0443° 	 0 	 0 		1452
N 47.69939° 	E012.0443° 	 0 	 0 		1447
N 47.69939° 	E012.04429° 	 0 	 0 		1453
N 47.69939° 	E012.04426° 	 0 	 0 		1447
N 47.69939° 	E012.04425° 	 0 	 0 		1454
N 47.6994° 	E012.04422° 	 0 	 0 		1450
N 47.6994° 	E012.04421° 	 0 	 0 		1455
N 47.69939° 	E012.04421° 	 0 	 0 		1454
N 47.69939° 	E012.04419° 	 0 	 0 		1450
N 47.69939° 	E012.04418° 	 0 	 0 		1457
N 47.69939° 	E012.04418° 	 0 	 0 		1455
N 47.6994° 	E012.04417° 	 0 	 0 		1454
N 47.69942° 	E012.04412° 	 0 	 0 		1455
N 47.69942° 	E012.0441° 	 0 	 0 		1458
N 47.69942° 	E012.04408° 	 0 	 0 		1453
N 47.69942° 	E012.04407° 	 0 	 0 		1458
N 47.69942° 	E012.04407° 	 0 	 0 		1457
N 47.69942° 	E012.04406° 	 0 	 0 		1449
N 47.69942° 	E012.04406° 	 0 	 0 		1464
N 47.69942° 	E012.04405° 	 0 	 0 		1456
N 47.69942° 	E012.04404° 	 0 	 0 		1459
N 47.69942° 	E012.04404° 	 0 	 0 		1457
N 47.69942° 	E012.04403° 	 0 	 0 		1460
N 47.69942° 	E012.04402° 	 0 	 0 		1458
N 47.69943° 	E012.04399° 	 0 	 0 		1458
N 47.69943° 	E012.04399° 	 0 	 0 		1461
N 47.69944° 	E012.04396° 	 0 	 0 		1455
N 47.69944° 	E012.04396° 	 0 	 0 		1466
N 47.69944° 	E012.04395° 	 0 	 0 		1461
N 47.69946° 	E012.04392° 	 0 	 0 		1462
N 47.69946° 	E012.04391° 	 0 	 0 		1466
N 47.69945° 	E012.0439° 	 0 	 0 		1462
N 47.69945° 	E012.04389° 	 0 	 0 		1461
N 47.69945° 	E012.04389° 	 0 	 0 		1465
N 47.69946° 	E012.04388° 	 0 	 0 		1465
N 47.69946° 	E012.04386° 	 0 	 0 		1465
N 47.69945° 	E012.04384° 	 0 	 0 		1466
N 47.69946° 	E012.04382° 	 0 	 0 		1466
N 47.69946° 	E012.04381° 	 0 	 0 		1462
N 47.69946° 	E012.0438° 	 0 	 0 		1467
N 47.69947° 	E012.04377° 	 0 	 0 		1469
N 47.69948° 	E012.04376° 	 0 	 0 		1463
N 47.69948° 	E012.04376° 	 0 	 0 		1469
N 47.69947° 	E012.04372° 	 0 	 0 		1472
N 47.69947° 	E012.04372° 	 0 	 0 		1467
N 47.69946° 	E012.04372° 	 0 	 0 		1470
N 47.69945° 	E012.0437° 	 0 	 0 		1471
N 47.69942° 	E012.04367° 	 0 	 0 		1471
N 47.69941° 	E012.04366° 	 0 	 0 		1475
N 47.69941° 	E012.04365° 	 0 	 0 		1475
N 47.6994° 	E012.04364° 	 0 	 0 		1469
N 47.6994° 	E012.04364° 	 0 	 0 		1475
N 47.6994° 	E012.04365° 	 0 	 0 		1472
N 47.6994° 	E012.04365° 	 0 	 0 		1478
N 47.6994° 	E012.04365° 	 0 	 0 		1477
N 47.69939° 	E012.04363° 	 0 	 0 		1473
N 47.6994° 	E012.04359° 	 0 	 0 		1476
N 47.6994° 	E012.04358° 	 0 	 0 		1480
N 47.6994° 	E012.04358° 	 0 	 0 		1476
N 47.69939° 	E012.04354° 	 0 	 0 		1479
N 47.69939° 	E012.04354° 	 0 	 0 		1475
N 47.69939° 	E012.04354° 	 0 	 0 		1481
N 47.69939° 	E012.04353° 	 0 	 0 		1478
N 47.69938° 	E012.04353° 	 0 	 0 		1472
N 47.69938° 	E012.04353° 	 0 	 0 		1483
N 47.69937° 	E012.04353° 	 0 	 0 		1481
N 47.69931° 	E012.04352° 	 0 	 0 		1482
N 47.69929° 	E012.04351° 	 0 	 0 		1483
N 47.69925° 	E012.04348° 	 0 	 0 		1482
N 47.69922° 	E012.04352° 	 0 	 0 		1484
N 47.69917° 	E012.04354° 	 0 	 0 		1488
N 47.69912° 	E012.04354° 	 0 	 0 		1487
N 47.69907° 	E012.04357° 	 0 	 0 		1488
N 47.699° 	E012.04355° 	 0 	 0 		1491
N 47.699° 	E012.04355° 	 0 	 0 		1491
N 47.69896° 	E012.04352° 	 0 	 0 		1492
N 47.69896° 	E012.0435° 	 0 	 0 		1492
N 47.69897° 	E012.04349° 	 0 	 0 		1492
N 47.69897° 	E012.04353° 	 0 	 0 		1485
N 47.69897° 	E012.04354° 	 0 	 0 		1495
N 47.69897° 	E012.04355° 	 0 	 0 		1491
N 47.699° 	E012.04356° 	 0 	 0 		1491
N 47.69902° 	E012.04359° 	 0 	 0 		1492
N 47.69897° 	E012.04367° 	 0 	 0 		1495
N 47.69897° 	E012.04364° 	 0 	 0 		1492
N 47.69898° 	E012.04361° 	 0 	 0 		1492
N 47.69892° 	E012.04361° 	 0 	 0 		1493
N 47.69893° 	E012.04355° 	 0 	 0 		1493
N 47.69894° 	E012.04354° 	 0 	 0 		1490
N 47.69894° 	E012.04353° 	 0 	 0 		1496
N 47.69895° 	E012.04353° 	 0 	 0 		1492
N 47.69896° 	E012.04352° 	 0 	 0 		1493
N 47.699° 	E012.0435° 	 0 	 0 		1493
N 47.699° 	E012.04349° 	 0 	 0 		1492
N 47.69903° 	E012.04343° 	 0 	 0 		1496
N 47.69903° 	E012.04342° 	 0 	 0 		1491
N 47.69904° 	E012.04341° 	 0 	 0 		1497
N 47.69904° 	E012.04341° 	 0 	 0 		1491
N 47.69904° 	E012.0434° 	 0 	 0 		1497
N 47.69905° 	E012.04339° 	 0 	 0 		1492
N 47.69905° 	E012.04338° 	 0 	 0 		1496
N 47.69905° 	E012.04338° 	 0 	 0 		1491
N 47.69905° 	E012.04337° 	 0 	 0 		1497
N 47.69905° 	E012.04336° 	 0 	 0 		1491
N 47.69905° 	E012.04335° 	 0 	 0 		1498
N 47.69905° 	E012.04335° 	 0 	 0 		1495
N 47.69909° 	E012.0433° 	 0 	 0 		1498
N 47.69913° 	E012.04326° 	 0 	 0 		1495
N 47.69913° 	E012.04325° 	 0 	 0 		1502
N 47.69913° 	E012.04325° 	 0 	 0 		1496
N 47.69914° 	E012.04324° 	 0 	 0 		1502
N 47.69915° 	E012.04324° 	 0 	 0 		1495
N 47.69915° 	E012.04323° 	 0 	 0 		1501
N 47.69916° 	E012.04323° 	 0 	 0 		1495
N 47.69916° 	E012.04322° 	 0 	 0 		1502
N 47.69916° 	E012.04321° 	 0 	 0 		1496
N 47.69916° 	E012.0432° 	 0 	 0 		1500
N 47.69919° 	E012.04315° 	 0 	 0 		1502
N 47.6992° 	E012.04315° 	 0 	 0 		1498
N 47.6992° 	E012.04315° 	 0 	 0 		1503
N 47.69922° 	E012.04312° 	 0 	 0 		1507
N 47.69922° 	E012.04312° 	 0 	 0 		1501
N 47.69924° 	E012.04312° 	 0 	 0 		1505
N 47.69924° 	E012.04311° 	 0 	 0 		1502
N 47.69925° 	E012.04309° 	 0 	 0 		1506
N 47.69925° 	E012.04308° 	 0 	 0 		1502
N 47.69925° 	E012.04308° 	 0 	 0 		1506
N 47.69925° 	E012.04306° 	 0 	 0 		1502
N 47.69925° 	E012.04306° 	 0 	 0 		1506
N 47.69928° 	E012.043° 	 0 	 0 		1503
N 47.69928° 	E012.04299° 	 0 	 0 		1512
N 47.69929° 	E012.04299° 	 0 	 0 		1511
N 47.69928° 	E012.04297° 	 0 	 0 		1507
N 47.6993° 	E012.04295° 	 0 	 0 		1510
N 47.69932° 	E012.04292° 	 0 	 0 		1507
N 47.69932° 	E012.04291° 	 0 	 0 		1512
N 47.69933° 	E012.04291° 	 0 	 0 		1507
N 47.69933° 	E012.04291° 	 0 	 0 		1512
N 47.69933° 	E012.0429° 	 0 	 0 		1507
N 47.69933° 	E012.0429° 	 0 	 0 		1513
N 47.69934° 	E012.04283° 	 0 	 0 		1514
N 47.69936° 	E012.04282° 	 0 	 0 		1515
N 47.69939° 	E012.04283° 	 0 	 0 		1513
N 47.69939° 	E012.04283° 	 0 	 0 		1516
N 47.6994° 	E012.04283° 	 0 	 0 		1520
N 47.6994° 	E012.04283° 	 0 	 0 		1516
N 47.69942° 	E012.0428° 	 0 	 0 		1520
N 47.69943° 	E012.04279° 	 0 	 0 		1517
N 47.69945° 	E012.04277° 	 0 	 0 		1521
N 47.69945° 	E012.04277° 	 0 	 0 		1521
N 47.69946° 	E012.04274° 	 0 	 0 		1520
N 47.69947° 	E012.04271° 	 0 	 0 		1524
N 47.69947° 	E012.0427° 	 0 	 0 		1520
N 47.69948° 	E012.0427° 	 0 	 0 		1524
N 47.69953° 	E012.04268° 	 0 	 0 		1523
N 47.69954° 	E012.04266° 	 0 	 0 		1527
N 47.69954° 	E012.04266° 	 0 	 0 		1522
N 47.69955° 	E012.04266° 	 0 	 0 		1523
N 47.69955° 	E012.04266° 	 0 	 0 		1528
N 47.69956° 	E012.04266° 	 0 	 0 		1526
N 47.6996° 	E012.04263° 	 0 	 0 		1529
N 47.6996° 	E012.04263° 	 0 	 0 		1528
N 47.69961° 	E012.0426° 	 0 	 0 		1528
N 47.69961° 	E012.0426° 	 0 	 0 		1531
N 47.69961° 	E012.0426° 	 0 	 0 		1527
N 47.69961° 	E012.04259° 	 0 	 0 		1531
N 47.69962° 	E012.04255° 	 0 	 0 		1532
N 47.69962° 	E012.04254° 	 0 	 0 		1527
N 47.69962° 	E012.04254° 	 0 	 0 		1532
N 47.69962° 	E012.0425° 	 0 	 0 		1531
N 47.69963° 	E012.0425° 	 0 	 0 		1531
N 47.69963° 	E012.04249° 	 0 	 0 		1535
N 47.69962° 	E012.04249° 	 0 	 0 		1532
N 47.69961° 	E012.04249° 	 0 	 0 		1533
N 47.69961° 	E012.04248° 	 0 	 0 		1537
N 47.69961° 	E012.04247° 	 0 	 0 		1535
N 47.69962° 	E012.04241° 	 0 	 0 		1531
N 47.69962° 	E012.04241° 	 0 	 0 		1539
N 47.69962° 	E012.04241° 	 0 	 0 		1537
N 47.69962° 	E012.04241° 	 0 	 0 		1536
N 47.69963° 	E012.0424° 	 0 	 0 		1539
N 47.69963° 	E012.04239° 	 0 	 0 		1536
N 47.69964° 	E012.04238° 	 0 	 0 		1538
N 47.69965° 	E012.04236° 	 0 	 0 		1541
N 47.69965° 	E012.04235° 	 0 	 0 		1537
N 47.69966° 	E012.04234° 	 0 	 0 		1539
N 47.69967° 	E012.04233° 	 0 	 0 		1542
N 47.69967° 	E012.04233° 	 0 	 0 		1540
N 47.69967° 	E012.04232° 	 0 	 0 		1543
N 47.69967° 	E012.04232° 	 0 	 0 		1538
N 47.69967° 	E012.04233° 	 0 	 0 		1544
N 47.69967° 	E012.04234° 	 0 	 0 		1540
N 47.69967° 	E012.04234° 	 0 	 0 		1533
N 47.69967° 	E012.04234° 	 0 	 0 		1549
N 47.69967° 	E012.04233° 	 0 	 0 		1542
N 47.69967° 	E012.04234° 	 0 	 0 		1534
N 47.69967° 	E012.04233° 	 0 	 0 		1548
N 47.69967° 	E012.04233° 	 0 	 0 		1544
N 47.69967° 	E012.04232° 	 0 	 0 		1538
N 47.69968° 	E012.04231° 	 0 	 0 		1543
N 47.69968° 	E012.0423° 	 0 	 0 		1536
N 47.69968° 	E012.04229° 	 0 	 0 		1546
N 47.69969° 	E012.04228° 	 0 	 0 		1545
N 47.69968° 	E012.04227° 	 0 	 0 		1543
N 47.69969° 	E012.04224° 	 0 	 0 		1539
N 47.69969° 	E012.04223° 	 0 	 0 		1547
N 47.69969° 	E012.04222° 	 0 	 0 		1542
N 47.69969° 	E012.04222° 	 0 	 0 		1545
N 47.69969° 	E012.04215° 	 0 	 0 		1542
N 47.69969° 	E012.04214° 	 0 	 0 		1546
N 47.69969° 	E012.04214° 	 0 	 0 		1542
N 47.69969° 	E012.04214° 	 0 	 0 		1547
N 47.69971° 	E012.0421° 	 0 	 0 		1544
N 47.69971° 	E012.0421° 	 0 	 0 		1547
N 47.69972° 	E012.0421° 	 0 	 0 		1548
N 47.69973° 	E012.04209° 	 0 	 0 		1543
N 47.69973° 	E012.04209° 	 0 	 0 		1551
N 47.69973° 	E012.04207° 	 0 	 0 		1548
N 47.69973° 	E012.04206° 	 0 	 0 		1544
N 47.69973° 	E012.04206° 	 0 	 0 		1548
N 47.69973° 	E012.04205° 	 0 	 0 		1549
N 47.69974° 	E012.04204° 	 0 	 0 		1546
N 47.69974° 	E012.04204° 	 0 	 0 		1551
N 47.69974° 	E012.04203° 	 0 	 0 		1547
N 47.69975° 	E012.04203° 	 0 	 0 		1554
N 47.69975° 	E012.04203° 	 0 	 0 		1550
N 47.69975° 	E012.04199° 	 0 	 0 		1554
N 47.69975° 	E012.04199° 	 0 	 0 		1550
N 47.69975° 	E012.04198° 	 0 	 0 		1550
N 47.69976° 	E012.04197° 	 0 	 0 		1555
N 47.69977° 	E012.04197° 	 0 	 0 		1553
N 47.69977° 	E012.04197° 	 0 	 0 		1549
N 47.69978° 	E012.04196° 	 0 	 0 		1556
N 47.69978° 	E012.04196° 	 0 	 0 		1553
N 47.6998° 	E012.04193° 	 0 	 0 		1554
N 47.6998° 	E012.04192° 	 0 	 0 		1554
N 47.69983° 	E012.04195° 	 0 	 0 		1560
N 47.69983° 	E012.04195° 	 0 	 0 		1557
N 47.69982° 	E012.04196° 	 0 	 0 		1554
N 47.69982° 	E012.04197° 	 0 	 0 		1555
N 47.69982° 	E012.04198° 	 0 	 0 		1558
N 47.69982° 	E012.04198° 	 0 	 0 		1551
N 47.69982° 	E012.04197° 	 0 	 0 		1556
N 47.69981° 	E012.04197° 	 0 	 0 		1561
N 47.69981° 	E012.04197° 	 0 	 0 		1556
N 47.69982° 	E012.04196° 	 0 	 0 		1560
N 47.69982° 	E012.04196° 	 0 	 0 		1559
N 47.69983° 	E012.04196° 	 0 	 0 		1550
N 47.69983° 	E012.04196° 	 0 	 0 		1555
N 47.69983° 	E012.04196° 	 0 	 0 		1559
N 47.69983° 	E012.04196° 	 0 	 0 		1558
N 47.69986° 	E012.04193° 	 0 	 0 		1560
N 47.69986° 	E012.04193° 	 0 	 0 		1558
N 47.69986° 	E012.04185° 	 0 	 0 		1558
N 47.69984° 	E012.04187° 	 0 	 0 		1558
N 47.69988° 	E012.04187° 	 0 	 0 		1558
N 47.69984° 	E012.04184° 	 0 	 0 		1557
N 47.69981° 	E012.0419° 	 0 	 0 		1558
N 47.69982° 	E012.04189° 	 0 	 0 		1554
N 47.69982° 	E012.04189° 	 0 	 0 		1565
N 47.69983° 	E012.04189° 	 0 	 0 		1561
N 47.69983° 	E012.0419° 	 0 	 0 		1555
N 47.69983° 	E012.0419° 	 0 	 0 		1562
N 47.69984° 	E012.04191° 	 0 	 0 		1558
N 47.69984° 	E012.04192° 	 0 	 0 		1554
N 47.69984° 	E012.04192° 	 0 	 0 		1564
N 47.69985° 	E012.04192° 	 0 	 0 		1560
N 47.69985° 	E012.04194° 	 0 	 0 		1559
N 47.69986° 	E012.04194° 	 0 	 0 		1560
N 47.69988° 	E012.04188° 	 0 	 0 		1560
N 47.69989° 	E012.04187° 	 0 	 0 		1564
N 47.69989° 	E012.04187° 	 0 	 0 		1561
N 47.69989° 	E012.04187° 	 0 	 0 		1564
N 47.69989° 	E012.04186° 	 0 	 0 		1561
N 47.69989° 	E012.04183° 	 0 	 0 		1565
N 47.69989° 	E012.04182° 	 0 	 0 		1565
N 47.6999° 	E012.04181° 	 0 	 0 		1558
N 47.69991° 	E012.0418° 	 0 	 0 		1567
N 47.69991° 	E012.04177° 	 0 	 0 		1566
N 47.69991° 	E012.04174° 	 0 	 0 		1569
N 47.69991° 	E012.04174° 	 0 	 0 		1566
N 47.69991° 	E012.04172° 	 0 	 0 		1560
N 47.69991° 	E012.04172° 	 0 	 0 		1571
N 47.69991° 	E012.04171° 	 0 	 0 		1571
N 47.69991° 	E012.04171° 	 0 	 0 		1566
N 47.69991° 	E012.04171° 	 0 	 0 		1570
N 47.69991° 	E012.04169° 	 0 	 0 		1565
N 47.69992° 	E012.04168° 	 0 	 0 		1571
N 47.69992° 	E012.04167° 	 0 	 0 		1566
N 47.69992° 	E012.04167° 	 0 	 0 		1573
N 47.69992° 	E012.04167° 	 0 	 0 		1570
N 47.69992° 	E012.04166° 	 0 	 0 		1573
N 47.69992° 	E012.04167° 	 0 	 0 		1570
N 47.69994° 	E012.04166° 	 0 	 0 		1573
N 47.69994° 	E012.0416° 	 0 	 0 		1570
N 47.69994° 	E012.04158° 	 0 	 0 		1575
N 47.69994° 	E012.04157° 	 0 	 0 		1573
N 47.69993° 	E012.0415° 	 0 	 0 		1569
N 47.69993° 	E012.04149° 	 0 	 0 		1573
N 47.69993° 	E012.04148° 	 0 	 0 		1577
N 47.69993° 	E012.04147° 	 0 	 0 		1574
N 47.69993° 	E012.04145° 	 0 	 0 		1579
N 47.69993° 	E012.04145° 	 0 	 0 		1574
N 47.69993° 	E012.04145° 	 0 	 0 		1578
N 47.69994° 	E012.04143° 	 0 	 0 		1573
N 47.69995° 	E012.04142° 	 0 	 0 		1574
N 47.69996° 	E012.04141° 	 0 	 0 		1579
N 47.69997° 	E012.04139° 	 0 	 0 		1574
N 47.69998° 	E012.04138° 	 0 	 0 		1580
N 47.7° 	E012.04134° 	 0 	 0 		1582
N 47.7° 	E012.04134° 	 0 	 0 		1574
N 47.70001° 	E012.04134° 	 0 	 0 		1583
N 47.70001° 	E012.04134° 	 0 	 0 		1579
N 47.70004° 	E012.04132° 	 0 	 0 		1583
N 47.70003° 	E012.04131° 	 0 	 0 		1577
N 47.70002° 	E012.04131° 	 0 	 0 		1577
N 47.70003° 	E012.04131° 	 0 	 0 		1584
N 47.70003° 	E012.0413° 	 0 	 0 		1582
N 47.70004° 	E012.04126° 	 0 	 0 		1585
N 47.70004° 	E012.04126° 	 0 	 0 		1582
N 47.70004° 	E012.04126° 	 0 	 0 		1579
N 47.70004° 	E012.04126° 	 0 	 0 		1587
N 47.70005° 	E012.04125° 	 0 	 0 		1584
N 47.70004° 	E012.04123° 	 0 	 0 		1580
N 47.70004° 	E012.04122° 	 0 	 0 		1585
N 47.70004° 	E012.0412° 	 0 	 0 		1580
N 47.70004° 	E012.04119° 	 0 	 0 		1580
N 47.70003° 	E012.04119° 	 0 	 0 		1586
N 47.70003° 	E012.04118° 	 0 	 0 		1584
N 47.70004° 	E012.04118° 	 0 	 0 		1588
N 47.70004° 	E012.04116° 	 0 	 0 		1582
N 47.70004° 	E012.04116° 	 0 	 0 		1589
N 47.70004° 	E012.04115° 	 0 	 0 		1585
N 47.70005° 	E012.04108° 	 0 	 0 		1586
N 47.70005° 	E012.04104° 	 0 	 0 		1587
N 47.70008° 	E012.041° 	 0 	 0 		1590
N 47.7001° 	E012.04099° 	 0 	 0 		1588
N 47.7001° 	E012.04098° 	 0 	 0 		1584
N 47.70009° 	E012.04098° 	 0 	 0 		1589
N 47.70009° 	E012.04095° 	 0 	 0 		1586
N 47.70009° 	E012.04094° 	 0 	 0 		1592
N 47.70009° 	E012.04094° 	 0 	 0 		1588
N 47.7001° 	E012.04091° 	 0 	 0 		1592
N 47.7001° 	E012.04091° 	 0 	 0 		1590
N 47.70008° 	E012.04087° 	 0 	 0 		1593
N 47.70009° 	E012.04087° 	 0 	 0 		1593
N 47.70008° 	E012.04087° 	 0 	 0 		1592
N 47.70009° 	E012.04085° 	 0 	 0 		1595
N 47.70012° 	E012.04081° 	 0 	 0 		1592
N 47.70013° 	E012.04081° 	 0 	 0 		1595
N 47.70014° 	E012.04081° 	 0 	 0 		1589
N 47.70015° 	E012.04081° 	 0 	 0 		1591
N 47.70015° 	E012.0408° 	 0 	 0 		1593
N 47.70023° 	E012.04082° 	 0 	 0 		1598
N 47.70023° 	E012.04081° 	 0 	 0 		1594
N 47.70023° 	E012.04075° 	 0 	 0 		1594
N 47.70021° 	E012.04069° 	 0 	 0 		1593
N 47.70021° 	E012.04069° 	 0 	 0 		1597
N 47.70023° 	E012.04067° 	 0 	 0 		1591
N 47.70024° 	E012.04066° 	 0 	 0 		1601
N 47.70024° 	E012.04066° 	 0 	 0 		1599
N 47.70024° 	E012.04065° 	 0 	 0 		1597
N 47.70025° 	E012.04064° 	 0 	 0 		1594
N 47.70026° 	E012.04064° 	 0 	 0 		1602
N 47.70026° 	E012.04064° 	 0 	 0 		1596
N 47.70026° 	E012.04062° 	 0 	 0 		1604
N 47.70026° 	E012.04062° 	 0 	 0 		1599
N 47.70026° 	E012.04059° 	 0 	 0 		1595
N 47.70026° 	E012.04058° 	 0 	 0 		1600
N 47.70026° 	E012.04054° 	 0 	 0 		1596
N 47.70026° 	E012.04053° 	 0 	 0 		1603
N 47.70028° 	E012.04052° 	 0 	 0 		1598
N 47.70028° 	E012.04051° 	 0 	 0 		1604
N 47.70028° 	E012.04051° 	 0 	 0 		1603
N 47.70028° 	E012.04049° 	 0 	 0 		1602
N 47.70028° 	E012.04047° 	 0 	 0 		1606
N 47.70029° 	E012.04046° 	 0 	 0 		1604
N 47.70029° 	E012.04045° 	 0 	 0 		1602
N 47.7003° 	E012.04043° 	 0 	 0 		1606
N 47.70032° 	E012.0404° 	 0 	 0 		1600
N 47.70032° 	E012.0404° 	 0 	 0 		1606
N 47.70033° 	E012.0404° 	 0 	 0 		1601
N 47.70033° 	E012.0404° 	 0 	 0 		1613
N 47.70033° 	E012.04039° 	 0 	 0 		1605
N 47.70033° 	E012.04039° 	 0 	 0 		1611
N 47.70033° 	E012.04038° 	 0 	 0 		1608
N 47.70033° 	E012.04039° 	 0 	 0 		1604
N 47.70033° 	E012.04039° 	 0 	 0 		1611
N 47.70033° 	E012.04039° 	 0 	 0 		1607
N 47.70034° 	E012.04037° 	 0 	 0 		1611
N 47.70035° 	E012.04036° 	 0 	 0 		1604
N 47.70036° 	E012.04035° 	 0 	 0 		1611
N 47.70037° 	E012.04029° 	 0 	 0 		1608
N 47.70038° 	E012.04027° 	 0 	 0 		1602
N 47.70039° 	E012.04026° 	 0 	 0 		1615
N 47.70039° 	E012.04026° 	 0 	 0 		1613
N 47.70039° 	E012.04025° 	 0 	 0 		1612
N 47.70042° 	E012.04019° 	 0 	 0 		1611
N 47.70042° 	E012.04017° 	 0 	 0 		1614
N 47.70042° 	E012.04016° 	 0 	 0 		1614
N 47.70043° 	E012.04016° 	 0 	 0 		1610
N 47.70042° 	E012.04015° 	 0 	 0 		1615
N 47.70043° 	E012.04014° 	 0 	 0 		1618
N 47.70043° 	E012.04014° 	 0 	 0 		1611
N 47.70043° 	E012.04014° 	 0 	 0 		1615
N 47.70043° 	E012.04013° 	 0 	 0 		1610
N 47.70043° 	E012.04012° 	 0 	 0 		1615
N 47.70046° 	E012.04007° 	 0 	 0 		1613
N 47.70046° 	E012.04006° 	 0 	 0 		1616
N 47.70046° 	E012.04005° 	 0 	 0 		1610
N 47.70046° 	E012.04004° 	 0 	 0 		1619
N 47.70046° 	E012.04004° 	 0 	 0 		1617
N 47.70048° 	E012.04002° 	 0 	 0 		1610
N 47.70048° 	E012.04002° 	 0 	 0 		1618
N 47.70048° 	E012.04002° 	 0 	 0 		1622
N 47.70048° 	E012.04002° 	 0 	 0 		1618
N 47.70049° 	E012.04001° 	 0 	 0 		1614
N 47.70049° 	E012.04001° 	 0 	 0 		1619
N 47.70051° 	E012.03998° 	 0 	 0 		1616
N 47.70052° 	E012.03997° 	 0 	 0 		1625
N 47.70052° 	E012.03997° 	 0 	 0 		1619
N 47.70053° 	E012.03994° 	 0 	 0 		1616
N 47.70053° 	E012.03994° 	 0 	 0 		1624
N 47.70054° 	E012.03994° 	 0 	 0 		1621
N 47.70054° 	E012.03993° 	 0 	 0 		1617
