# Each record includes the following fields
#
# Latitude in decimal degrees (negative is south)
# Longitude in deciaml degrees (negative is west)
# Altitude in meters
# Local Date (yyyymmdd)
53.12133240,11.19009010,14,20070713
53.12359870,11.19695660,17,20070713
53.12071430,11.19987480,12,20070713
53.11381140,11.19918820,13,20070713
53.10144540,11.17034910,25,20070713
53.10051780,11.16193770,22,20070713
53.10453720,11.14425650,21,20070713
53.10299130,11.12417220,13,20070713
53.09938400,11.12108230,14,20070713
53.10319740,11.10683440,14,20070713
53.10278520,11.10477440,15,20070713
53.10350660,11.10168450,11,20070713
53.10051780,11.09378810,13,20070713
53.09701330,11.09052650,16,20070713
53.09484870,11.08263010,12,20070713
53.09587950,11.07610700,14,20070713
53.09866250,11.06975550,16,20070713
53.10103310,11.05825420,19,20070713
53.10412500,11.04606620,33,20070713
53.10701050,11.02632520,32,20070713
53.10896850,11.01945870,40,20070713
53.11432660,11.00830070,58,20070713
53.11576910,11.00297920,72,20070713
53.11721150,10.99216460,75,20070713
53.12143540,10.98443980,68,20070713
53.12761600,10.97379680,45,20070713
53.13029400,10.96212380,36,20070713
53.12988200,10.95474240,42,20070713
53.12885200,10.94324110,49,20070713
53.12689500,10.93173980,61,20070713
53.12710100,10.92418670,89,20070713
53.12864600,10.90307230,88,20070713
53.13358980,10.89242930,99,20070713
53.13482560,10.88933940,94,20070713
53.13595840,10.88453290,91,20070713
53.13873890,10.87886810,73,20070713
53.13770910,10.87543480,66,20070713
53.13225090,10.87200160,68,20070713
53.12802800,10.86496350,76,20070713
53.12133240,10.86238860,78,20070713
53.11494480,10.85397720,80,20070713
53.11113240,10.84144590,93,20070713
53.10886540,10.82427970,103,20070713
53.10618610,10.80402370,79,20070713
53.09979630,10.78891750,80,20070713
53.09247770,10.77861780,78,20070713
53.09299320,10.77312460,84,20070713
53.09505480,10.75063700,61,20070713
53.09505480,10.74445720,54,20070713
53.09319930,10.73020930,63,20070713
53.09433330,10.72523110,56,20070713
53.09165300,10.71836470,56,20070713
53.09154990,10.70531840,60,20070713
53.09247770,10.67888250,72,20070713
53.09577640,10.65828320,57,20070713
53.09649790,10.65416330,47,20070713
53.09402400,10.64197540,57,20070713
53.09154990,10.62326430,67,20070713
53.08845710,10.61038970,69,20070713
53.08453930,10.59579840,46,20070713
53.07989930,10.58961860,34,20070713
53.07670250,10.58258050,33,20070713
53.06999890,10.58292380,37,20070713
53.06432580,10.58498380,34,20070713
53.05999310,10.58446880,38,20070713
53.05813610,10.58687210,33,20070713
53.05029450,10.58309550,48,20070713
53.04214190,10.57571410,38,20070713
53.03935520,10.57502740,31,20070713
53.03295540,10.57485580,35,20070713
53.02665800,10.57004920,38,20070713
53.02397350,10.56798930,36,20070713
53.02087590,10.56730270,34,20070713
53.01581590,10.56369780,35,20070713
53.01168490,10.56747430,45,20070713
53.00848310,10.56901930,54,20070713
53.00724360,10.56850430,55,20070713
53.00528100,10.56404110,48,20070713
53.00342170,10.56592940,43,20070713
52.99866960,10.56455610,43,20070713
52.99835970,10.56678770,45,20070713
52.99019720,10.56884760,51,20070713
