INDEX,RCR,DATE,TIME,LATITUDE,N/S,LONGITUDE,E/W,ALTITUDE,COURSE,SPEED,
1,T,,,36.87722,N,111.51194,W,1289.0m,0.0,0.0km/h
2,T,,,36.87472,N,111.50167,W,1321.0m,0.0,0.0km/h
