INDEX,RCR,DATE,TIME,LATITUDE,N/S,LONGITUDE,E/W,ALTITUDE,COURSE,SPEED,
1,T,08/12/06,06:09:34,47.91712,N,106.93054,E,1295.5m,125.9,0km/h
2,T,08/12/06,06:09:39,47.91711,N,106.93048,E,1295.4m,115.5,0km/h
3,T,08/12/06,06:09:42,47.91711,N,106.93048,E,1295.5m,109.5,1km/h
4,T,08/12/06,06:09:45,47.91711,N,106.93048,E,1295.8m,95.20,5km/h
5,T,08/12/06,06:09:48,47.91711,N,106.93053,E,1298.6m,52.73,6.1km/h
6,T,08/12/06,06:09:50,47.91714,N,106.93056,E,1300.3m,35.56,7.7km/h
7,T,08/12/06,06:09:54,47.91722,N,106.93058,E,1301.8m,355.9,8.3km/h
8,T,08/12/06,06:09:56,47.91726,N,106.93057,E,1302.3m,3.70,8.3km/h
9,T,08/12/06,06:09:59,47.91732,N,106.93062,E,1301.9m,51.61,10.3km/h
10,T,08/12/06,06:10:02,47.91734,N,106.93072,E,1304.5m,77.81,9.8km/h
11,T,08/12/06,06:10:05,47.91738,N,106.93083,E,1306.1m,48.47,11.6km/h
12,T,08/12/06,06:10:08,47.91739,N,106.93097,E,1304.9m,85.43,17.0km/h
13,T,08/12/06,06:10:10,47.91739,N,106.93110,E,1304.4m,86.91,16.1km/h
14,T,08/12/06,06:10:14,47.91741,N,106.93132,E,1305.4m,81.40,14.2km/h
15,T,08/12/06,06:10:17,47.91739,N,106.93149,E,1305.9m,87.07,13.3km/h
16,T,08/12/06,06:10:20,47.91739,N,106.93163,E,1304.8m,78.57,10.3km/h
17,T,08/12/06,06:10:23,47.91743,N,106.93175,E,1304.7m,43.44,13.7km/h
18,T,08/12/06,06:10:25,47.91749,N,106.93181,E,1306.1m,16.01,15.7km/h
19,T,08/12/06,06:10:28,47.91762,N,106.93183,E,1307.7m,3.11,18.3km/h
20,T,08/12/06,06:10:31,47.91776,N,106.93184,E,1309.7m,358.3,17.9km/h
21,T,08/12/06,06:10:34,47.91788,N,106.93183,E,1310.8m,352.8,14.6km/h
22,T,08/12/06,06:10:37,47.91797,N,106.93180,E,1311.0m,346.6,11.4km/h
23,T,08/12/06,06:10:40,47.91803,N,106.93176,E,1311.4m,352.3,7.5km/h
24,T,08/12/06,06:10:43,47.91809,N,106.93175,E,1312.0m,358.4,7.9km/h
25,T,08/12/06,06:10:45,47.91813,N,106.93175,E,1311.7m,0.14,5.3km/h
26,T,08/12/06,06:10:49,47.91817,N,106.93174,E,1310.8m,3.50,2.2km/h
27,T,08/12/06,06:10:52,47.91819,N,106.93174,E,1309.8m,357.5,2.9km/h
